"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.212085100E-2,-3.745365620E0,3.431905985E0,3.879064560E0
2.878678900E-2,-3.759722471E0,4.654638290E0,7.427321434E0
4.545272600E-2,-6.255137444E0,6.475875378E0,1.095344448E1
6.211866400E-2,-5.385047436E0,4.026821613E0,9.858428955E0
7.878460100E-2,-5.525625706E0,3.661616802E0,8.190332413E0
9.545053900E-2,-6.104090691E0,4.683053017E0,6.372684956E0
1.121164760E-1,-5.587839127E0,4.870590687E0,5.869594097E0
1.287824140E-1,-5.018646240E0,4.637290478E0,6.160920143E0
1.454483510E-1,-4.861019135E0,4.410271168E0,6.852745056E0
1.621142890E-1,-5.112564564E0,4.070789337E0,8.244171143E0
1.787802260E-1,-5.442175865E0,3.821636915E0,8.937491417E0
1.954461640E-1,-5.733502388E0,3.792025566E0,8.514560699E0
2.121121010E-1,-5.514259815E0,3.768994808E0,7.757531166E0
2.287780390E-1,-5.291129112E0,4.093222141E0,7.199106216E0
2.454439760E-1,-5.302196026E0,4.114159584E0,7.123134136E0
2.621099140E-1,-5.593821049E0,3.838087559E0,7.432106972E0
2.787758510E-1,-5.880959988E0,3.684647799E0,7.749155998E0
2.954417890E-1,-5.583950520E0,3.557229996E0,7.689634800E0
3.121077260E-1,-5.326722145E0,3.547658682E0,7.477869987E0
3.287736640E-1,-5.362016678E0,3.669393539E0,7.151249409E0
3.454396010E-1,-5.295316696E0,3.710071564E0,6.949355125E0
3.621055390E-1,-5.170291424E0,3.724727631E0,7.063014030E0
3.787714760E-1,-5.096413136E0,3.601497173E0,7.193123817E0
3.954374140E-1,-5.213960648E0,3.597908020E0,7.287939548E0
4.121033510E-1,-5.246562958E0,3.678964853E0,7.342974663E0
4.287692890E-1,-5.135296345E0,3.624528170E0,7.105785847E0
4.454352260E-1,-5.015356064E0,3.703790426E0,7.081558704E0
4.621011640E-1,-4.872385025E0,3.470490217E0,7.138687134E0
4.787671010E-1,-4.883451939E0,3.339184046E0,8.194519997E0
4.954330390E-1,-4.662116051E0,2.934797049E0,8.015656471E0
5.120989760E-1,-4.631607533E0,2.738884687E0,8.283054352E0
5.287649140E-1,-4.625625134E0,2.627917528E0,8.132307053E0
5.454308510E-1,-4.633401871E0,2.643470764E0,7.927122116E0
5.620967890E-1,-4.629812717E0,2.689532757E0,8.031209946E0
5.787627260E-1,-4.515854359E0,2.524727106E0,8.635697365E0
5.954286640E-1,-4.336691856E0,1.898106575E0,9.476774216E0
6.120946010E-1,-3.976273060E0,1.105184913E0,8.889336586E0
6.287605390E-1,-4.124628067E0,1.056431174E0,9.159725189E0
6.454264760E-1,-4.149453640E0,1.324128270E0,9.377771378E0
6.620924140E-1,-3.697210073E0,1.325922847E0,9.392725945E0
6.787583510E-1,-3.192324400E0,1.086939692E0,9.590433121E0
6.954242890E-1,-2.927618504E0,6.909275651E-1,9.942477226E0
7.120902260E-1,-2.675175667E0,2.108674943E-1,1.003519917E1
7.287561640E-1,-2.651546478E0,2.482553571E-2,1.004596710E1
7.454221010E-1,-2.680858612E0,1.498505175E-1,9.946664810E0
7.620880390E-1,-2.670090914E0,2.087737769E-1,9.879067421E0
7.787539760E-1,-2.653341293E0,2.189432681E-1,9.882955551E0
7.954199140E-1,-2.421536446E0,2.685943544E-1,9.795618057E0
8.120858510E-1,-1.915155411E0,-1.426720470E-1,9.329017639E0
8.287517890E-1,-1.618744493E0,-8.569296002E-1,9.025427818E0
8.454177260E-1,-1.653739572E0,-1.305882931E0,9.559925079E0
8.620836640E-1,-1.767996788E0,-1.342672586E0,1.002532864E1
8.787496010E-1,-1.267597795E0,-1.115952611E0,9.863813400E0
8.954155390E-1,-7.178468108E-1,-1.424028635E0,1.004506969E1
9.120814760E-1,-6.167500615E-1,-2.044068813E0,1.001964569E1
9.287474140E-1,-8.997012973E-1,-2.182553291E0,9.911669731E0
9.454133510E-1,-1.322931767E0,-2.218744755E0,1.017428207E1
9.620792890E-1,-1.802094579E0,-2.020140409E0,1.086072254E1
9.787452260E-1,-1.723131418E0,-2.091626167E0,1.191087246E1
9.954111640E-1,-1.219143152E0,-2.365005970E0,1.126451206E1
1.012077101E0,-2.608176768E-1,-2.648555517E0,1.053948689E1
1.028743039E0,4.447658956E-1,-2.358724833E0,1.004267693E1
1.045408976E0,5.138586760E-1,-2.004587173E0,9.985847473E0
1.062074914E0,1.333998591E-1,-1.983051777E0,9.171988487E0
1.078740851E0,-3.308077157E-1,-2.004886389E0,8.583951950E0
1.095406789E0,-7.761718631E-1,-2.240280151E0,8.916853905E0
1.112072726E0,-1.398903966E0,-2.136491537E0,9.774680138E0
1.128738664E0,-2.815753937E0,-5.374878049E-1,9.557532310E0
1.145404601E0,-3.574278831E0,2.653042078E-1,8.570791245E0
1.162070539E0,-2.565404892E0,1.025922745E-1,7.970791340E0
1.178736476E0,-6.592226624E-1,-5.712864175E-2,8.527720451E0
1.195402414E0,-5.772684515E-2,5.048855543E-1,8.758029938E0
1.212068351E0,3.257229924E-1,-6.759724021E-1,9.274580956E0
1.228734289E0,-1.307079345E-1,-8.536394835E-1,1.021406269E1
1.245400226E0,-8.775677085E-1,-6.281159520E-1,1.085832977E1
1.262066164E0,-1.561615825E0,-1.307079345E-1,1.077607632E1
1.278732101E0,-1.564906001E0,-3.798605874E-2,1.064895821E1
1.295398039E0,-1.324128270E0,-1.704886183E-2,1.029392338E1
1.312063976E0,-9.005986452E-1,8.584251255E-2,1.067767239E1
1.328729914E0,-7.342974544E-1,2.042872310E-1,1.033011436E1
1.345395851E0,-6.861419082E-1,2.688934505E-1,1.030229759E1
1.362061789E0,-5.688936114E-1,1.459621787E-1,1.088674450E1
1.378727726E0,-8.440681696E-1,6.023930907E-1,1.054098225E1
1.395393664E0,-1.132702470E0,4.761717021E-1,9.686744690E0
1.412059601E0,-1.084247708E0,3.230310678E-1,9.802796364E0
1.428725539E0,-1.304088354E0,6.056832075E-1,1.035583687E1
1.445391476E0,-1.246062398E0,6.056832075E-1,1.012792110E1
1.462057414E0,-9.005986452E-1,6.933203340E-1,9.574879646E0
1.478723351E0,-5.398806334E-1,6.457630396E-1,9.374181747E0
1.495389289E0,-4.268197417E-1,9.041878581E-1,9.990333557E0
1.512055226E0,-5.114658475E-1,9.448658228E-1,1.039920712E1
1.528721164E0,-7.166503668E-1,8.219345808E-1,1.014975548E1
1.545387101E0,-9.870393276E-1,9.385846853E-1,9.853045464E0
1.562053039E0,-1.137188911E0,9.640084505E-1,9.924830437E0
1.578718976E0,-1.095613718E0,1.186241865E0,9.740582466E0
1.595384914E0,-7.492526174E-1,1.259821177E0,9.471689224E0
1.612050851E0,-5.464608669E-1,1.360917926E0,9.246764183E0
1.628716789E0,-4.657031000E-1,1.251745343E0,9.641879082E0
1.645382726E0,-5.309075117E-1,1.108475089E0,1.018325520E1
1.662048664E0,-7.546364665E-1,1.164407372E0,1.023141098E1
1.678714601E0,-9.565308690E-1,1.352842093E0,1.062114143E1
1.695380539E0,-9.948160052E-1,1.482951880E0,1.020299530E1
1.712046476E0,-1.030409217E0,1.866999865E0,9.844072342E0
1.728712414E0,-7.417750359E-1,1.503889084E0,9.265607834E0
1.745378351E0,-4.552344978E-1,1.691127419E0,9.127422333E0
1.762044289E0,-3.574278951E-1,1.872383714E0,9.210572243E0
1.778710226E0,-3.529413342E-1,1.865205288E0,9.248857498E0
1.795376164E0,-4.654040039E-1,1.979761600E0,9.459127426E0
1.812042101E0,-6.505486369E-1,1.905285001E0,1.010339451E1
1.828708039E0,-8.039883971E-1,1.820339799E0,1.052363396E1
1.845373976E0,-9.622138143E-1,2.042274237E0,1.014018440E1
1.862039914E0,-1.030110121E0,2.132004976E0,9.969695091E0
1.878705851E0,-9.747761488E-1,2.408375978E0,1.013928699E1
1.895371789E0,-8.066803217E-1,2.385943174E0,1.029541874E1
1.912037726E0,-4.818546474E-1,1.957328916E0,9.498908043E0
1.928703664E0,-2.599203587E-1,2.536691189E0,8.728119850E0
1.945369601E0,-4.402793646E-1,2.869891644E0,9.186046600E0
1.962035539E0,-8.925228715E-1,2.948555708E0,1.000199890E1
1.978701476E0,-1.013659477E0,2.818745136E0,9.486644745E0
1.995367414E0,-7.884350419E-1,3.214159012E0,8.470890999E0
2.012033351E0,-5.662016869E-1,3.509672642E0,8.138288498E0
2.028699289E0,-3.170489967E-1,3.420539856E0,8.566305161E0
2.045365226E0,-2.392822653E-1,3.447758436E0,9.021240234E0
2.062031164E0,8.464609832E-2,3.052344322E0,9.010472298E0
2.078697101E0,1.486541033E-1,3.146561861E0,8.907281876E0
2.095363039E0,2.153540403E-2,3.121138096E0,9.437292099E0
2.112028976E0,-1.244267747E-1,3.184248686E0,9.725028992E0
2.128694914E0,-4.049852192E-1,2.976671457E0,9.649057388E0
2.145360851E0,-7.677969933E-1,3.103790045E0,9.630213737E0
2.162026789E0,-9.514461160E-1,3.036192894E0,1.003519917E1
2.178692726E0,-8.865407705E-1,3.297010422E0,9.191729546E0
2.195358664E0,-4.205385745E-1,3.249752283E0,8.847461700E0
2.212024601E0,-1.199402362E-1,3.217748165E0,9.279366493E0
2.228690539E0,-3.379862010E-1,3.201895714E0,9.885348320E0
2.245356476E0,-9.038887620E-1,3.105883837E0,1.021346474E1
2.262022414E0,-9.726824164E-1,3.202194929E0,1.012762165E1
2.278688351E0,-7.549355626E-1,3.011666298E0,9.536893845E0
2.295354289E0,-1.127617657E-1,2.733799934E0,9.157930374E0
2.312020226E0,4.522434771E-1,3.093919754E0,9.362217903E0
2.328686164E0,4.821537733E-1,4.306781769E0,8.886942863E0
2.345352101E0,4.695914388E-1,4.148855209E0,8.770592690E0
2.362018039E0,6.191428751E-2,4.071387768E0,9.050552368E0
2.378683976E0,6.490531564E-2,4.191029072E0,9.236295700E0
2.395349914E0,6.131608039E-2,3.823431492E0,9.510572433E0
2.412015851E0,5.060819983E-1,3.743571043E0,9.094520569E0
2.428681789E0,1.780559182E0,3.089133978E0,9.539586067E0
2.445347726E0,1.402792215E0,2.822334290E0,8.294121742E0
2.462013664E0,6.400800496E-2,3.879662752E0,7.928318501E0
2.478679601E0,-8.569296002E-1,4.486841679E0,8.232506752E0
2.495345539E0,-9.867402315E-1,4.712365150E0,8.619246483E0
2.512011476E0,-5.279164910E-1,4.766203403E0,8.828618050E0
2.528677414E0,6.469594240E-1,5.401497841E0,7.266105175E0
2.545343351E0,1.126122117E0,6.180361748E0,6.219544411E0
2.562009289E0,1.287338614E0,6.026323795E0,5.248955727E0
2.578675226E0,1.364507079E0,6.001498222E0,6.183352947E0
2.595341164E0,2.000399828E0,5.918347836E0,6.335895061E0
2.612007101E0,2.728715181E0,5.958726406E0,9.465108871E0
2.628673039E0,2.109572172E0,4.523332119E0,9.965806961E0
2.645338976E0,1.283151150E0,5.909075737E0,9.870393753E0
2.662004914E0,-5.805585980E-1,3.998107433E0,1.037677479E1
2.678670851E0,1.331007630E-1,4.799404144E0,1.058973598E1
2.695336789E0,1.071685433E0,4.130908966E0,9.504590988E0
2.712002726E0,5.784648657E-1,5.062016487E0,7.481160164E0
2.728668664E0,1.028016448E0,4.848755836E0,8.652746201E0
2.745334601E0,4.860421121E-1,4.650450706E0,9.427422523E0
2.762000539E0,7.178468257E-2,4.508377075E0,1.035882854E1
2.778666476E0,3.314059377E-1,4.698905468E0,9.990931511E0
2.795332414E0,9.445667267E-1,4.794319153E0,9.263513565E0
2.811998351E0,1.081854939E0,4.939683437E0,8.788538933E0
2.828664289E0,9.852447510E-1,5.081458092E0,8.432605743E0
2.845330226E0,9.433703423E-1,5.205286503E0,8.010272980E0
2.861996164E0,7.579265833E-1,5.423033237E0,8.195417404E0
2.878662101E0,5.949155092E-1,5.648257732E0,8.690134048E0
2.895328039E0,1.088136077E0,4.929812908E0,8.536095619E0
2.911993976E0,1.329512119E0,4.472185612E0,8.326724052E0
2.928659914E0,9.397810698E-1,4.711168766E0,7.945367813E0
2.945325851E0,5.291129351E-1,5.270191669E0,7.893323898E0
2.961991789E0,5.754738450E-1,5.230411053E0,7.693223953E0
2.978657726E0,1.503889084E0,5.152644634E0,8.027321815E0
2.995323664E0,1.794616938E0,5.175076962E0,7.899305820E0
3.011989601E0,1.645065546E0,5.129613400E0,8.252845764E0
3.028655539E0,1.370190024E0,5.033003330E0,8.476275444E0
3.045321476E0,1.199701428E0,5.038387299E0,8.385348320E0
3.061987414E0,1.314556956E0,5.122734070E0,8.128717422E0
3.078653351E0,1.515554070E0,5.256433010E0,8.044071198E0
