"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.627199024E0,1.615454435E0,4.512265205E0,1.034686375E1
1.643864962E0,2.062613010E0,4.336093903E0,1.001396275E1
1.660530899E0,1.948953986E0,4.445266247E0,9.450752258E0
1.677196837E0,1.594218135E0,4.481756687E0,9.149854660E0
1.693862774E0,1.483250976E0,4.683351994E0,9.253643036E0
1.710528712E0,1.522433400E0,4.865206718E0,9.176474571E0
1.727194649E0,1.488335729E0,5.119144917E0,8.892925262E0
1.743860587E0,1.433300734E0,5.189434052E0,8.497810364E0
1.760526524E0,1.527219057E0,5.217549801E0,8.344370842E0
1.777192462E0,1.647458434E0,5.447858810E0,8.426922798E0
1.793858399E0,1.641177177E0,5.667400360E0,8.548956871E0
1.810524337E0,1.428515077E0,5.638686657E0,8.267800331E0
1.827190274E0,1.741376638E0,4.869394302E0,8.070692062E0
1.843856212E0,1.646261930E0,5.314758301E0,8.522336960E0
1.860522149E0,1.713560104E0,5.281857014E0,8.562117577E0
1.877188087E0,1.676471353E0,5.183751106E0,8.525327682E0
1.893854024E0,1.525723577E0,5.046164036E0,8.453244209E0
1.910519962E0,1.453340650E0,4.893621445E0,8.485846519E0
1.927185899E0,1.357627749E0,4.566402912E0,8.516056061E0
1.943851837E0,1.304387450E0,4.447957993E0,8.724829674E0
1.960517774E0,1.462911963E0,4.334000111E0,8.583951950E0
1.977183712E0,1.493420482E0,4.502694130E0,8.210372925E0
1.993849649E0,1.336989641E0,4.767699242E0,7.497311592E0
2.010515587E0,9.993025661E-1,5.032404900E0,6.696912289E0
2.027181524E0,7.971090674E-1,5.218746185E0,6.297310829E0
2.043847462E0,7.561319470E-1,5.348855972E0,6.540481567E0
2.060513399E0,7.139584422E-1,5.394917965E0,6.811468601E0
2.077179337E0,5.309075117E-1,5.435296535E0,7.232904434E0
2.093845274E0,2.958126962E-1,5.462215900E0,7.707880020E0
2.110511212E0,1.989033818E-1,5.461318493E0,8.352446556E0
2.127177149E0,2.216351926E-1,5.393422127E0,8.899206161E0
2.143843087E0,3.008974493E-1,5.258526802E0,9.154939651E0
2.160509024E0,3.888336718E-1,5.164907455E0,9.362815857E0
2.177174962E0,6.044868231E-1,5.040181637E0,9.678070068E0
2.193840899E0,4.683950245E-1,5.010271549E0,9.973284721E0
2.210506837E0,7.208377868E-2,4.980660439E0,1.012552834E1
2.227172774E0,-1.109671518E-1,5.126024246E0,9.915557861E0
2.243838712E0,-1.516451389E-1,5.343770981E0,9.283554077E0
2.260504649E0,-1.253240854E-1,5.505885124E0,8.731110573E0
2.277170587E0,-3.110669367E-2,5.311169147E0,8.721838951E0
2.293836524E0,-3.050848842E-2,5.029414177E0,9.088239670E0
2.310502462E0,2.991028363E-3,4.696512699E0,9.348159790E0
2.327168399E0,-1.680957973E-1,4.563711166E0,9.331410408E0
2.343834337E0,-4.262215197E-1,4.443172455E0,9.101400375E0
2.360500274E0,-4.507479668E-1,4.391726971E0,8.607880592E0
2.377166212E0,-4.160520434E-1,4.346861362E0,7.527820110E0
2.393832149E0,-7.468597889E-1,4.791926384E0,7.086942673E0
2.410498087E0,-7.899305820E-1,4.634897232E0,7.423133850E0
2.427164024E0,-8.138588071E-1,4.826024055E0,8.437391281E0
2.443829962E0,-4.028915167E-1,4.402793884E0,8.935398102E0
2.460495899E0,-1.157527938E-1,4.123730659E0,8.688937187E0
2.477161837E0,9.840483218E-2,4.290031910E0,8.529216766E0
2.493827774E0,4.689932466E-1,4.130908966E0,8.866005898E0
2.510493712E0,7.106683254E-1,4.158426762E0,9.598209381E0
2.527159649E0,7.477570772E-1,4.108476639E0,1.008096218E1
2.543825587E0,7.208378315E-1,4.081258297E0,1.014646530E1
2.560491524E0,7.307082415E-1,4.164707661E0,9.957133293E0
2.577157462E0,8.464609981E-1,4.107878208E0,9.555737495E0
2.593823399E0,1.049252748E0,3.988835335E0,9.271290779E0
2.610489337E0,1.146760225E0,4.000201225E0,8.778069496E0
2.627155274E0,1.023230791E0,4.048057556E0,8.409873962E0
2.643821212E0,8.733802438E-1,4.245465755E0,8.397012711E0
2.660487149E0,9.227322340E-1,4.439284325E0,8.403892517E0
2.677153087E0,9.592227936E-1,4.683651447E0,8.184051514E0
2.693819024E0,9.026923180E-1,4.874777794E0,7.939385414E0
2.710484962E0,5.940182209E-1,5.062913418E0,7.536793232E0
2.727150899E0,4.956133962E-1,4.995914459E0,7.402495861E0
2.743816837E0,5.467599630E-1,5.110770226E0,7.639684677E0
2.760482774E0,6.320042610E-1,4.986044407E0,7.941180229E0
2.777148712E0,9.424729943E-1,4.688137531E0,7.734200954E0
2.793814649E0,9.975079298E-1,5.230710506E0,8.132605553E0
2.810480587E0,8.075776696E-1,5.223232746E0,8.378169060E0
2.827146524E0,7.890332937E-1,4.920839787E0,9.000003815E0
2.843812462E0,8.192426562E-1,4.811667442E0,9.244371414E0
2.860478399E0,9.340981245E-1,4.617848396E0,9.216554642E0
2.877144337E0,8.895317912E-1,4.683351994E0,8.921339989E0
2.893810274E0,6.484549642E-1,4.811966419E0,8.819644928E0
2.910476212E0,5.509474277E-1,4.887938499E0,8.672187805E0
2.927142149E0,6.610172391E-1,4.987539768E0,8.582756042E0
2.943808087E0,5.228317380E-1,5.148756027E0,8.799904823E0
2.960474024E0,5.192425251E-1,5.084748268E0,9.093922615E0
2.977139962E0,8.488538265E-1,5.055735111E0,9.285647392E0
2.993805899E0,1.136889815E0,5.013860703E0,9.040383339E0
3.010471837E0,1.276570916E0,4.961218834E0,8.664112091E0
3.027137774E0,1.085743308E0,4.899304390E0,8.440382957E0
3.043803712E0,9.155537486E-1,4.971388340E0,8.460124016E0
3.060469649E0,1.178764224E0,4.940281391E0,8.670392990E0
3.077135587E0,1.393520117E0,4.286741734E0,8.775976181E0
3.093801524E0,1.505982757E0,4.505684853E0,8.767003059E0
3.110467462E0,1.633699656E0,4.220939159E0,9.097810745E0
3.127133399E0,1.212862015E0,4.099802494E0,8.975178719E0
3.143799337E0,9.203394055E-1,3.912863255E0,8.794221878E0
3.160465274E0,1.115354419E0,3.909573078E0,8.531908035E0
3.177131212E0,1.437488198E0,3.682255030E0,8.354539871E0
3.193797149E0,1.377368569E0,3.727718592E0,8.671888351E0
3.210463087E0,1.740479350E0,3.907479286E0,8.603992462E0
3.227129024E0,2.007877350E0,3.978665829E0,8.085048676E0
3.243794962E0,2.052443504E0,4.007379532E0,7.988438606E0
3.260460899E0,1.798804402E0,3.965505362E0,8.064709663E0
3.277126837E0,1.370788217E0,3.830610037E0,7.884051323E0
3.293792774E0,1.205683470E0,3.442075491E0,8.086244583E0
3.310458712E0,1.013659477E0,3.785445452E0,8.730512619E0
3.327124649E0,6.430711150E-1,4.789234638E0,8.752944946E0
3.343790587E0,1.295115232E0,3.777668715E0,7.961818218E0
3.360456524E0,1.085145116E0,3.742673635E0,8.503493309E0
3.377122462E0,6.837490797E-1,3.707977772E0,9.812666893E0
3.393788399E0,8.446664214E-1,3.773780346E0,1.075902748E1
3.410454337E0,6.640082598E-1,3.244368315E0,1.095972633E1
3.427120274E0,9.664012194E-1,3.227319479E0,1.054875851E1
3.443786212E0,1.175175071E0,3.255435228E0,1.049402237E1
3.460452149E0,1.014257669E0,3.197110176E0,1.029003429E1
3.477118087E0,8.928219676E-1,3.059522867E0,1.028524876E1
3.493784024E0,9.637092948E-1,3.180659533E0,1.063340473E1
3.510449962E0,1.184447169E0,3.262314558E0,1.084636593E1
3.527115899E0,1.120439172E0,3.390330553E0,1.061755180E1
3.543781837E0,1.150349498E0,3.551247835E0,1.002293587E1
3.560447774E0,1.446162224E0,3.752544165E0,9.713065147E0
3.577113712E0,1.055832982E0,3.750749588E0,9.155537605E0
3.593779649E0,1.617847204E0,4.160221100E0,8.719146729E0
3.610445587E0,2.252244234E0,4.283152580E0,8.111668587E0
3.627111524E0,2.151745796E0,4.157529354E0,7.825726509E0
3.643777462E0,1.532004714E0,4.367798805E0,8.018648148E0
3.660443399E0,1.413260818E0,4.242175579E0,8.552546501E0
3.677109337E0,1.481755376E0,4.168895245E0,8.740681648E0
3.693775274E0,1.879562140E0,4.318446636E0,7.865806103E0
3.710441212E0,1.934896231E0,4.098007679E0,7.526324749E0
3.727107149E0,2.265703917E0,3.960719585E0,8.346165657E0
3.743773087E0,2.474178553E0,4.195216179E0,9.520742416E0
3.760439024E0,2.099701881E0,3.864109516E0,1.001486015E1
3.777104962E0,1.595713615E0,3.803690672E0,1.049282646E1
3.793770899E0,1.075573802E0,3.870988846E0,9.446265221E0
3.810436837E0,7.995018363E-1,3.945166349E0,8.160123825E0
3.827102774E0,7.094719410E-1,3.800699711E0,7.714460373E0
3.843768712E0,7.986045480E-1,3.932903051E0,7.994719505E0
3.860434649E0,7.504490018E-1,4.006183147E0,8.365905762E0
3.877100587E0,1.947159469E-1,3.778566122E0,8.621041298E0
3.893766524E0,-1.157527938E-1,3.697210073E0,8.893224716E0
3.910432462E0,-8.464609832E-2,3.855734587E0,8.779266357E0
3.927098399E0,-4.187439755E-2,3.889832258E0,8.787641525E0
3.943764337E0,2.024926096E-1,3.946362734E0,8.752646446E0
3.960430274E0,2.120639086E-1,3.985246181E0,8.628817558E0
3.977096212E0,-1.483550072E-1,4.000201225E0,8.817252159E0
3.993762149E0,-3.750749528E-1,4.059722900E0,9.083154678E0
4.010428087E0,-3.355933726E-1,4.048357010E0,9.523733139E0
4.027094024E0,-1.247258782E-1,4.138985157E0,9.703194618E0
4.043759962E0,8.464609832E-2,4.177868366E0,9.564710617E0
4.060425899E0,1.597209126E-1,4.216153622E0,9.329017639E0
4.077091837E0,-7.986045629E-2,4.262813568E0,9.156135559E0
4.093757774E0,-4.154538214E-1,4.109972000E0,9.145966530E0
4.110423712E0,-4.348955154E-1,4.017250061E0,9.238089561E0
4.127089649E0,-1.289133132E-1,3.995116472E0,9.231808662E0
4.143755587E0,2.273181528E-1,4.170690060E0,9.052945137E0
4.160421524E0,4.357928336E-1,4.324129581E0,8.874680519E0
4.177087462E0,3.278166950E-1,4.497908592E0,8.672486305E0
4.193753399E0,-3.200400248E-2,4.561018944E0,8.226524353E0
4.210419337E0,-4.624129832E-1,4.454239368E0,7.015756130E0
4.227085274E0,-1.689931005E-1,5.088038445E0,7.161418915E0
4.243751212E0,6.352944374E-1,4.984249592E0,8.316853523E0
4.260417149E0,4.501497746E-1,4.909772873E0,8.444869041E0
4.277083087E0,-3.047857881E-1,4.991427898E0,8.921639442E0
4.293749024E0,-7.199404836E-1,4.853840828E0,9.043673515E0
4.310414962E0,-3.248256743E-1,4.722534657E0,8.758029938E0
4.327080899E0,2.733799815E-1,4.590929508E0,8.521439552E0
4.343746837E0,4.737788737E-1,4.625027180E0,8.344670296E0
4.360412774E0,-5.862415582E-2,4.541876316E0,8.008178711E0
4.377078712E0,-3.191427290E-1,4.352544308E0,9.608678818E0
4.393744649E0,2.557329237E-1,4.196113586E0,1.057507992E1
4.410410587E0,2.970091105E-1,4.132703781E0,1.056520939E1
4.427076524E0,1.576271951E-1,4.149752617E0,1.019312572E1
4.443742462E0,1.049850956E-1,4.149154663E0,9.464510918E0
4.460408399E0,4.064807594E-1,4.098606110E0,9.219545364E0
4.477074337E0,5.650052428E-1,4.052544117E0,9.573683739E0
4.493740274E0,9.481559992E-1,4.092025757E0,1.022901726E1
4.510406212E0,1.261017561E0,4.047160625E0,1.092562866E1
4.527072149E0,1.095015407E0,3.797708750E0,1.123998547E1
4.543738087E0,9.053842425E-1,3.547658682E0,1.154806137E1
4.560404024E0,9.068797827E-1,3.327219963E0,1.141765213E1
4.577069962E0,8.805587292E-1,3.000898600E0,1.135723400E1
4.593735899E0,6.535396576E-1,2.689831734E0,1.110359478E1
4.610401837E0,6.897311211E-1,2.329113722E0,1.087059307E1
4.627067774E0,2.988037169E-1,1.744068623E0,1.071087265E1
4.643733712E0,-5.060819983E-1,1.585843205E0,1.127318573E1
4.660399649E0,-9.472586513E-1,2.381755829E0,1.088345432E1
4.677065587E0,-1.890329868E-1,2.853441000E0,8.238787651E0
4.693731524E0,1.107577801E0,3.170190811E0,4.749752998E0
4.710397462E0,1.314856052E0,3.124129057E0,2.642573595E0
4.727063399E0,2.931207716E-1,2.532802820E0,2.359921217E0
4.743729337E0,-1.226620674E0,1.980958104E0,3.840181351E0
4.760395274E0,-1.952842355E0,1.559522152E0,5.868397713E0
4.777061212E0,-1.652244091E0,1.563410521E0,7.468597889E0
4.793727149E0,-9.921240807E-1,2.018645048E0,8.087141991E0
4.810393087E0,-4.671986103E-1,2.631506681E0,7.785347462E0
4.827059024E0,4.833501875E-1,3.180061340E0,7.111169815E0
4.843724962E0,2.000100613E0,3.740580082E0,6.906882763E0
4.860390899E0,3.102593660E0,4.349852562E0,7.400103092E0
4.877056837E0,2.926721096E0,5.157729149E0,7.788039684E0
4.893722774E0,2.014756680E0,6.056832314E0,7.146762848E0
4.910388712E0,1.098604679E0,6.877869606E0,7.507780075E0
4.927054649E0,9.550353289E-1,7.102795124E0,9.046664238E0
4.943720587E0,2.734996319E0,6.270391941E0,1.075663471E1
4.960386524E0,4.067798615E0,5.665904999E0,1.030648518E1
4.977052462E0,3.460021496E0,4.720440865E0,6.848856449E0
4.993718399E0,7.779664397E-1,4.556831837E0,4.427918434E0
5.010384337E0,-9.245268703E-1,5.578567028E0,6.323332787E0
5.027050274E0,-2.434697002E-1,5.534299850E0,8.303692818E0
5.043716212E0,1.566999674E0,6.344868183E0,7.699205875E0
5.060382149E0,2.649751902E0,7.986643791E0,6.036792278E0
5.077048087E0,2.343470573E0,8.860622406E0,5.343770981E0
5.093714024E0,3.676572084E0,8.583353996E0,6.795018196E0
5.110379962E0,6.890132904E0,6.718148708E0,1.068425179E1
5.127045899E0,9.550951958E0,3.332005501E0,1.712812424E1
5.143711837E0,8.855537415E0,4.657031000E-1,2.388455772E1
5.160377774E0,6.747460842E0,9.541380405E-1,2.587478828E1
5.177043712E0,3.298206806E0,4.911866665E0,1.907588196E1
5.193709649E0,4.923232496E-1,9.109476089E0,8.324031830E0
5.210375587E0,-1.099501967E0,1.150080299E1,2.158026934E0
5.227041524E0,-2.143370867E0,8.853742599E0,1.344467282E0
5.243707462E0,-5.449653625E0,3.853341818E0,3.254238844E0
5.260373399E0,-8.517551422E0,5.608177781E-1,4.360620022E0
5.277039337E0,-9.139086723E0,2.870489836E0,4.095914364E0
5.293705274E0,-5.826822281E0,8.551948547E0,2.508874655E0
5.310371212E0,-6.251847267E0,1.163689518E1,3.237488985E0
5.327037149E0,-8.984151840E0,1.154447174E1,7.421638489E0
5.343703087E0,-9.476176262E0,1.261884975E1,1.175563812E1
5.360369024E0,-9.808777809E0,1.621735573E1,1.325115299E1
5.377034962E0,-1.077607632E1,2.122643089E1,1.052333450E1
5.393700899E0,-1.010548782E1,2.620439911E1,1.336899948E1
5.410366837E0,-1.067079258E1,2.938685226E1,2.858136940E1
5.427032774E0,-6.367599964E0,2.658814812E1,4.869364166E1
5.443698712E0,4.516153812E0,1.679372597E1,5.286642456E1
5.460364649E0,1.310040474E1,6.455237389E0,3.687429428E1
5.477030587E0,1.146760273E1,-5.712863803E-1,2.137000084E1
5.493696524E0,1.939382792E0,-6.273382664E0,1.681496239E1
5.510362462E0,9.212367237E-2,-1.272204018E1,1.141226864E1
5.527028399E0,2.119442701E0,-1.738744545E1,4.881358147E-1
5.543694337E0,2.936591625E0,-1.887757683E1,-9.885049820E0
5.560360274E0,3.534498215E0,-1.847797394E1,-8.954839706E0
5.577026212E0,6.884748936E0,-1.732134438E1,-1.294217944E0
5.593692149E0,1.052812099E1,-1.343988705E1,3.893421650E0
5.610358087E0,1.320150185E1,-8.860920906E0,3.952643871E0
5.627024024E0,1.481306744E1,-4.904688358E0,5.845964909E0
5.643689962E0,1.293171120E1,-2.052443504E0,1.350030518E1
5.660355899E0,1.117986584E1,-2.297109663E-1,2.218385887E1
5.677021837E0,1.140000534E1,2.210968018E0,2.660250473E1
5.693687774E0,1.006032372E1,5.387739182E0,2.658904457E1
5.710353712E0,3.901497364E0,1.090678501E1,2.525085831E1
5.727019649E0,1.542772412E0,1.332592869E1,2.084627151E1
5.743685587E0,-5.174478889E-1,1.102463150E1,1.020090199E1
5.760351524E0,-4.591228485E0,8.976973534E0,-4.106681943E-1
5.777017462E0,-7.986045361E0,6.904190540E0,-5.622235775E0
5.793683399E0,-1.201585770E1,6.643970966E0,-5.564209938E0
5.810349337E0,-1.542622852E1,9.439684868E0,-8.267202377E-1
5.827015274E0,-1.654248047E1,1.080090237E1,7.624729156E0
5.843681212E0,-1.777059555E1,1.084128094E1,1.819592094E1
5.860347149E0,-1.894876289E1,1.257009602E1,2.042184448E1
5.877013087E0,-1.611506271E1,1.504965782E1,1.492313766E1
5.893679024E0,-6.516553402E0,1.620539093E1,1.375663662E1
5.910344962E0,-9.723833203E-1,1.560868168E1,2.099312973E1
5.927010899E0,-2.057528257E0,1.485793304E1,3.227618790E1
5.943676837E0,1.289432287E0,1.220070362E1,4.110719681E1
5.960342774E0,8.972785950E0,9.434001923E0,3.946332932E1
5.977008712E0,1.605165291E1,4.041776657E0,3.011845779E1
5.993674649E0,1.326820183E1,7.334001660E-1,2.286371994E1
6.010340587E0,8.880363464E0,-2.511267424E0,1.639442444E1
6.027006524E0,8.315358162E0,-5.933003902E0,2.443969250E0
6.043672462E0,4.488935471E0,-8.082655907E0,-1.210110188E1
6.060338399E0,4.751248360E0,-1.249621677E1,-1.150917816E1
6.077004337E0,5.507380486E0,-1.738834381E1,2.081755638E0
6.093670274E0,7.772486210E0,-1.863859367E1,1.064357376E1
6.110336212E0,7.063612461E0,-1.426810265E1,1.886740685E0
6.127002149E0,7.115357399E0,-8.461619377E0,-1.112662506E1
6.143668087E0,1.076859951E1,-5.401198864E0,-9.598209381E0
6.160334024E0,1.333579922E1,-5.724529266E0,3.875176191E0
6.176999962E0,8.777770996E0,-3.287738323E0,1.731237030E1
6.193665899E0,6.081059456E0,-5.285146832E-1,2.557179642E1
6.210331837E0,7.202096939E0,9.005986452E-1,2.657229614E1
6.226997774E0,8.508877754E0,2.387737989E0,2.473341179E1
6.243663712E0,6.708577156E0,3.262613773E0,2.047299004E1
6.260329649E0,3.118446112E0,2.194218397E0,1.834128380E1
6.276995587E0,6.020939946E-1,2.295315027E0,1.627657700E1
6.293661524E0,-3.833002806E0,4.217947960E0,7.332505703E0
6.310327462E0,-3.646362543E0,5.764309883E0,-3.547658682E0
6.326993399E0,-1.086640596E0,7.960621834E0,-2.510669231E0
6.343659337E0,-4.994718075E0,1.338156128E1,4.363312244E0
6.360325274E0,-1.004806042E1,1.558026600E1,8.668598175E0
6.376991212E0,-1.527219009E1,1.795992851E1,9.175876617E0
6.393657149E0,-1.848305893E1,1.984218216E1,5.071886539E0
6.410323087E0,-1.943181419E1,1.931725693E1,4.449453831E0
6.426989024E0,-1.847976875E1,1.631336784E1,1.580040646E1
6.443654962E0,-1.714397621E1,1.357388496E1,2.944996452E1
6.460320899E0,-9.378069878E0,1.038604641E1,3.736422348E1
6.476986837E0,5.641677380E0,7.596912861E0,3.966372681E1
6.493652774E0,1.905793571E1,5.858527184E0,3.607389450E1
6.510318712E0,2.255504608E1,1.580758452E0,2.395963287E1
6.526984649E0,1.484088421E1,-1.978266120E0,1.557368660E1
6.543650587E0,4.293023109E0,-7.013063908E0,1.542892075E1
6.560316524E0,-2.977568626E0,-1.048146057E1,1.132702446E1
6.576982462E0,-3.050848961E0,-1.180678558E1,1.615155339E-1
6.593648399E0,1.935195327E-1,-1.267298698E1,-7.351349354E0
6.610314337E0,5.852545261E0,-1.489651775E1,-4.648955345E0
6.626980274E0,6.536593437E0,-1.442513084E1,-2.725125790E0
6.643646212E0,4.203291893E0,-1.057268715E1,-1.153639603E1
6.660312149E0,6.182754517E0,-7.493124008E0,-1.608156204E1
6.676978087E0,1.352542973E1,-6.904489517E0,-6.445067883E0
6.693644024E0,2.126142502E1,-8.027321815E0,1.146610737E1
6.710309962E0,2.017837334E1,-7.138986588E0,2.674248505E1
6.726975899E0,1.193480110E1,-3.963710785E0,3.178924751E1
6.743641837E0,7.103991508E0,1.314856052E0,2.771486855E1
6.760307774E0,1.030439186E1,5.020142078E0,1.701566124E1
6.776973712E0,1.418854141E1,5.748756409E0,1.039501953E1
6.793639649E0,1.300409412E1,3.379862010E-1,1.870529366E1
6.810305587E0,4.290031910E0,-2.785843849E0,2.579462814E1
6.826971524E0,-5.234299660E0,7.133602500E-1,1.686281967E1
6.843637462E0,-9.111868858E0,4.518247128E0,3.687040567E0
6.860303399E0,-8.579166412E0,6.222236156E0,-2.295614243E0
6.876969337E0,-8.814261436E0,5.224429131E0,4.546363056E-1
6.893635274E0,-1.063490009E1,5.287240505E0,3.981058598E0
6.910301212E0,-1.426481247E1,8.180761337E0,2.166401863E0
6.926967149E0,-1.727618027E1,1.090080261E1,-1.902892232E0
6.943633087E0,-1.589103413E1,1.077218819E1,5.730810165E-1
6.960299024E0,-1.295982647E1,1.008664513E1,1.348953724E1
6.976964962E0,-1.034925747E1,9.473783493E0,2.677089882E1
6.993630899E0,-8.453244209E0,8.601300240E0,3.181227875E1
