"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.021626212E0,-1.252885461E-1,3.696665764E-1,-2.230530739E0
2.038292149E0,-2.008617520E-1,4.810423851E-1,-2.161273956E0
2.054958087E0,-2.377942801E-1,5.987739563E-1,-1.814713001E0
2.071624024E0,-3.391212225E-1,6.191568375E-1,-1.499660015E0
2.088289962E0,-5.404727459E-1,7.149996758E-1,-1.053766727E0
2.104955899E0,-6.862987280E-1,7.524013519E-1,-4.683294296E-1
2.121621837E0,-6.668604612E-1,7.554364204E-1,1.083860397E-1
2.138287774E0,-6.032320261E-1,6.529741287E-1,4.479522705E-1
2.154953712E0,-5.313462019E-1,5.704011917E-1,6.041803360E-1
2.171619649E0,-3.250150084E-1,4.621763229E-1,8.768053055E-1
2.188285587E0,-2.781493068E-1,4.259533882E-1,1.186347008E0
2.204951524E0,-5.939970613E-1,3.671879768E-1,1.367687225E0
2.221617462E0,-8.172023296E-1,4.134211540E-1,1.343456268E0
2.238283399E0,-8.601981401E-1,5.493040085E-1,8.232612610E-1
2.254949337E0,-8.332527280E-1,7.030129433E-1,2.101106644E-1
2.271615274E0,-8.102121353E-1,5.857739449E-1,2.785301208E-2
2.288281212E0,-7.322763801E-1,3.256874084E-1,3.010902405E-1
2.304947149E0,-6.811599135E-1,-4.833698273E-2,6.558828354E-1
2.321613087E0,-6.727309823E-1,-1.849675179E-1,7.251386642E-1
2.338279024E0,-8.849573135E-1,-3.639836311E-1,4.923400879E-1
2.354944962E0,-9.610083699E-1,-4.453740120E-1,2.543888092E-1
2.371610899E0,-8.538500071E-1,-6.689252853E-1,-7.950630188E-1
2.388276837E0,-1.148566961E0,-1.754188538E-1,-1.362323284E0
2.404942774E0,-1.216325045E0,-2.760663033E-1,-1.402987957E0
2.421608712E0,-1.269888520E0,-1.147317886E-1,-4.802274704E-1
2.438274649E0,-9.592981339E-1,-2.510395050E-1,2.500524521E-1
2.454940587E0,-5.828404427E-1,-7.159771919E-1,1.773624420E-1
2.471606524E0,-3.989224136E-1,-5.659728050E-1,-6.821441650E-2
2.488272462E0,-1.296448708E-1,-5.965461731E-1,3.167629242E-2
2.504938399E0,1.595185399E-1,-6.224842072E-1,6.946935654E-1
2.521604337E0,2.083898783E-1,-5.692510605E-1,1.287493706E0
2.538270274E0,1.765035391E-1,-6.167840958E-1,1.446539879E0
2.554936212E0,1.076351404E-1,-5.252494812E-1,1.325601578E0
2.571602149E0,1.879717112E-1,-4.945940971E-1,9.389581680E-1
2.588268087E0,3.270425797E-1,-6.306662560E-1,6.525945663E-1
2.604934024E0,4.908587337E-1,-6.170201302E-1,1.952362061E-1
2.621599962E0,4.039003849E-1,-5.636205673E-1,-2.789373398E-1
2.638265899E0,3.021273017E-1,-4.288487434E-1,-3.930501938E-1
2.654931837E0,3.015763760E-1,-1.927847862E-1,-3.228101730E-1
2.671597774E0,3.889177442E-1,1.114845276E-3,-5.061731339E-1
2.688263712E0,3.781284690E-1,1.883378029E-1,-7.050981522E-1
2.704929649E0,7.447540760E-2,3.909096718E-1,-1.040651321E0
2.721595587E0,-1.569276750E-1,3.565659523E-1,-1.308205128E0
2.738261524E0,-1.187579036E-1,3.903875351E-1,-1.172795773E0
2.754927462E0,-1.457161307E-1,4.974875450E-1,-8.160605431E-1
2.771593399E0,4.194272757E-1,-4.061794281E-1,-9.650597572E-1
2.788259337E0,-1.516534686E-1,1.243347168E0,-6.028347015E-1
2.804925274E0,2.527191639E-1,1.529693604E-3,-4.109525681E-1
2.821591212E0,-1.792406440E-1,7.042603493E-1,8.124542236E-2
2.838257149E0,-6.407713890E-2,5.150604248E-2,5.378103256E-1
2.854923087E0,-6.532317400E-2,-2.410268784E-2,6.641826630E-1
2.871589024E0,-2.623975277E-2,-1.186866760E-1,3.883342743E-1
2.888254962E0,-2.580721378E-1,-5.188846588E-2,2.797918320E-1
2.904920899E0,-4.205508232E-1,-2.666854858E-2,1.855440140E-1
2.921586837E0,-3.563254476E-1,2.421951294E-2,8.068752289E-2
2.938252774E0,-3.677201271E-1,1.436276436E-1,1.883668900E-1
2.954918712E0,-4.269056618E-1,1.288657188E-1,4.954700470E-1
2.971584649E0,-1.629714370E-1,7.375526428E-2,7.960901260E-1
2.988250587E0,1.981202960E-1,-1.138782501E-2,6.417274475E-1
3.004916524E0,3.908587098E-1,-4.790115356E-2,3.294334412E-1
3.021582462E0,3.447182178E-1,-1.928901672E-1,1.029014587E-2
3.038248399E0,8.586490154E-2,-1.065282822E-1,-2.804374695E-2
3.054914337E0,1.898860335E-1,-8.908796310E-2,1.414794922E-1
3.071580274E0,4.843031168E-1,-3.826551437E-1,2.969732285E-1
3.088246212E0,5.060077310E-1,-7.528753281E-1,1.938114166E-1
3.104912149E0,8.030216098E-1,-5.585269928E-1,5.146903992E-1
