"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.755446273E0,-4.245510325E-2,-1.160643101E-1,-4.253146052E-2
2.772112210E0,4.963276442E-3,-1.435532235E-2,8.071050793E-2
2.788778148E0,1.133154184E-1,-4.970912263E-2,8.994983882E-2
2.805444085E0,2.515235841E-1,-1.101847365E-1,6.650790572E-2
2.822110023E0,3.504836559E-1,1.139262840E-1,1.025489271E-1
2.838775960E0,4.001927972E-1,2.963457704E-1,1.882227063E-1
2.855441898E0,3.145953715E-1,1.886808574E-1,1.885281354E-1
2.872107835E0,1.437059343E-1,-3.894262947E-3,9.216422588E-2
2.888773773E0,-5.803215317E-3,-1.803578287E-1,-3.772090003E-2
2.905439710E0,-3.413207084E-2,-2.213621289E-1,-9.834922850E-2
2.922105648E0,1.049923822E-1,7.101302966E-3,5.948295817E-2
2.938771585E0,2.836703360E-1,2.886336148E-1,2.897789776E-1
2.955437523E0,3.549887836E-1,3.090975881E-1,3.526980579E-1
2.972103460E0,3.699549735E-1,1.641699113E-2,2.254854590E-1
2.988769398E0,3.475056887E-1,-3.706422150E-1,7.994692773E-2
3.005435335E0,2.680932879E-1,-5.868883133E-1,2.359465137E-2
3.022101273E0,9.483675659E-2,-4.710530937E-1,6.925679743E-2
3.038767210E0,4.741837829E-2,-2.236528695E-1,8.582650125E-2
3.055433148E0,1.372918636E-1,-1.563050300E-1,-4.871646687E-2
3.072099085E0,1.618791670E-1,-3.785834610E-1,-3.782016635E-1
3.088765023E0,9.369138628E-2,-6.363683939E-1,-5.484802127E-1
3.105430960E0,4.566214234E-2,-8.190932870E-1,-6.548470259E-1
3.122096898E0,9.850194305E-2,-8.673516512E-1,-7.342594862E-1
3.138762835E0,1.537088454E-1,-7.372374535E-1,-7.753401399E-1
3.155428773E0,2.550360560E-1,-3.686569035E-1,-7.213549614E-1
3.172094710E0,3.205513060E-1,-1.282816082E-1,-6.407971382E-1
3.188761667E0,1.752418280E-1,5.650499370E-3,-6.724094152E-1
3.205427604E0,-4.825831577E-2,1.000291109E-2,-7.287616730E-1
3.222093542E0,-2.871064544E-1,-7.559451461E-2,-7.651845217E-1
3.238759479E0,-4.521162808E-1,-1.514181048E-1,-7.380009890E-1
3.255425417E0,-3.987419903E-1,-1.970038861E-1,-6.356811523E-1
3.272091354E0,-2.721402645E-1,-2.764163017E-1,-5.152644515E-1
3.288757292E0,-1.786779463E-1,-3.925569654E-1,-4.193586707E-1
3.305423229E0,-1.184314117E-1,-4.709003866E-1,-4.088976085E-1
3.322089167E0,-1.048396677E-1,-5.179370046E-1,-3.367392123E-1
3.338755104E0,-1.932623386E-1,-5.771145225E-1,-2.250273079E-1
3.355421042E0,-2.656498253E-1,-6.126210093E-1,-1.777616441E-1
3.372086979E0,-2.269362658E-1,-5.803215504E-1,-2.109010667E-1
3.388752917E0,-1.405752599E-1,-5.002982616E-1,-1.760817766E-1
3.405418854E0,-1.066722646E-1,-3.968330324E-1,-6.780599058E-2
3.422084792E0,-1.669951528E-1,-3.094030023E-1,5.810851231E-2
3.438750729E0,-2.774089575E-1,-2.569449842E-1,1.687513888E-1
3.455416667E0,-3.336848915E-1,-2.525925934E-1,2.325104028E-1
3.472082604E0,-2.889390290E-1,-2.410625070E-1,3.297906220E-1
3.488748542E0,-1.652389169E-1,-2.880991101E-1,3.685041666E-1
3.505414479E0,-1.382081583E-2,-3.681223989E-1,3.201695085E-1
3.522080417E0,7.368556410E-2,-3.687332571E-1,3.067304790E-1
3.538746354E0,1.368337125E-1,-3.132972717E-1,3.601047993E-1
3.555412292E0,1.702785641E-1,-2.193768173E-1,3.462076187E-1
3.572078229E0,1.665370166E-1,-1.361464858E-1,3.346011937E-1
3.588744167E0,1.039233729E-1,-6.994401664E-2,3.588066995E-1
3.605410104E0,6.719512399E-3,-5.436696485E-2,3.800342381E-1
3.622076042E0,-6.513345987E-2,-8.345939964E-2,3.518581092E-1
3.638741979E0,-2.122755162E-2,-1.206457913E-1,2.726747692E-1
3.655407917E0,2.060141414E-1,-7.750347257E-2,2.256381810E-1
3.672073854E0,4.207331240E-1,-3.367391974E-2,2.326631248E-1
3.688739792E0,5.337430835E-1,7.200568914E-2,2.126573026E-1
3.705405729E0,5.655080676E-1,1.849393100E-1,1.611919403E-1
3.722071667E0,5.051851869E-1,2.386190593E-1,1.086575761E-1
3.738737604E0,2.943604589E-1,2.389244884E-1,5.910116807E-2
3.755403542E0,6.070468575E-2,1.543960720E-1,-1.099556591E-2
3.772069479E0,-9.155336022E-2,9.926552884E-4,-1.046105921E-1
3.788735417E0,-5.955931544E-2,-9.995274991E-2,-1.793651730E-1
3.805401354E0,1.246927753E-1,-8.750637621E-2,-2.189186662E-1
3.822067292E0,2.459494323E-1,-3.336848691E-2,-2.036470473E-1
3.838733229E0,2.675587833E-1,1.168278884E-2,-2.217439115E-1
3.855399167E0,2.554942071E-1,3.199404106E-2,-2.762635946E-1
3.872065104E0,1.472947747E-1,3.894263133E-2,-3.077231348E-1
3.888731042E0,-2.840521187E-2,1.863137633E-2,-3.118464649E-1
3.905396979E0,-1.311068535E-1,1.408806890E-1,-3.292561173E-1
3.922062917E0,-1.384372264E-1,2.387717664E-1,-2.806160152E-1
3.938728854E0,-9.804379940E-2,1.797469556E-1,-1.812741160E-1
3.955394792E0,-3.627009690E-2,-1.679878100E-3,-1.030070707E-1
3.972060729E0,2.260199748E-2,-1.388190240E-1,-8.544471115E-2
3.988726667E0,2.840521187E-2,-2.393826395E-1,-2.535088919E-2
4.005392604E0,-2.237292193E-2,-3.244455457E-1,7.765618712E-2
4.022058542E0,-9.033162892E-2,-3.094793558E-1,1.337793916E-1
4.038724479E0,-1.297324002E-1,-1.911243200E-1,1.621082425E-1
4.055390417E0,-1.314886510E-1,-1.188895553E-1,2.002872825E-1
4.072056354E0,-7.192932814E-2,-9.537126124E-2,2.102138400E-1
4.088722292E0,6.330086291E-2,-6.429351866E-2,1.829539984E-1
4.105388229E0,1.842520833E-1,-4.978547990E-2,2.164752036E-1
4.122054167E0,2.009745091E-1,-6.337722391E-2,2.741255760E-1
4.138720104E0,1.639408320E-1,-3.550651670E-2,3.156643808E-1
4.155386042E0,1.047633067E-1,1.145371469E-3,3.514763117E-1
4.172051979E0,7.727439702E-2,-3.558287397E-2,3.610974550E-1
4.188717917E0,8.826996386E-2,-1.272889525E-1,3.316232264E-1
4.205383854E0,1.002581790E-1,-1.454621702E-1,3.508654535E-1
4.222049792E0,1.036942974E-1,-1.375972927E-1,3.694204688E-1
4.238715729E0,5.513054505E-2,-1.459966749E-1,3.373500705E-1
4.255381667E0,-4.688387364E-2,-1.622609496E-1,3.308596313E-1
4.272047604E0,-1.308014244E-1,-1.599702090E-1,3.166570365E-1
4.288713542E0,-1.911243200E-1,-1.912770271E-1,2.789361179E-1
4.305379479E0,-2.386954129E-1,-2.530507445E-1,2.264781147E-1
4.322045417E0,-2.332739830E-1,-1.840993762E-1,1.524871141E-1
4.338711354E0,-2.153298408E-1,-6.368265301E-2,1.327867359E-1
4.355377292E0,-2.328922004E-1,-4.657844082E-2,1.524107605E-1
4.372043229E0,-2.225838602E-1,-1.394298822E-1,1.549305767E-1
4.388709167E0,-1.541669965E-1,-9.880737960E-2,1.150716543E-1
4.405375104E0,-1.235474050E-1,6.017018110E-2,1.143844277E-1
4.422041042E0,-2.014326602E-1,6.612611562E-2,1.612683088E-1
4.438706979E0,-2.718348205E-1,-7.651081681E-2,1.926514804E-1
4.455372917E0,-2.264017612E-1,-2.055560052E-1,1.762344837E-1
4.472038854E0,-1.936441362E-1,-2.153298408E-1,1.301141977E-1
4.488704792E0,-2.256381810E-1,-1.789833754E-1,1.067486182E-1
4.505370729E0,-2.851211429E-1,-1.054505333E-1,9.728021920E-2
4.522036667E0,-2.667951882E-1,-2.244928107E-2,9.659299254E-2
4.538702604E0,-1.391244531E-1,9.689842910E-2,1.052214578E-1
4.555368542E0,-9.231694043E-2,7.322741300E-2,1.010217592E-1
4.572034479E0,-1.310304999E-1,-2.008217946E-2,8.956804872E-2
4.588700417E0,-1.664606482E-1,-5.833758786E-2,7.712167501E-2
4.605366354E0,-2.034943253E-1,-3.634645417E-2,8.032871783E-2
4.622032292E0,-2.519053519E-1,-2.977965772E-2,1.088102907E-1
4.638698229E0,-2.950477004E-1,2.825249685E-3,1.216384470E-1
4.655364167E0,-3.042106628E-1,9.750928730E-2,1.527925581E-1
4.672030104E0,-3.373500705E-1,1.621082425E-1,2.040288299E-1
4.688696042E0,-3.605629504E-1,1.807396114E-1,2.457203567E-1
4.705361979E0,-3.536143601E-1,1.995237023E-1,2.784779668E-1
4.722027917E0,-3.454440236E-1,2.784779668E-1,3.443750143E-1
4.738693854E0,-3.301724195E-1,3.743837476E-1,4.591412544E-1
4.755359792E0,-2.506072819E-1,4.121810198E-1,6.674461365E-1
4.772025729E0,-1.154534444E-1,3.573558927E-1,8.684970140E-1
4.788691667E0,-7.643445581E-2,2.638935745E-1,9.126319885E-1
4.805357604E0,-2.323576957E-1,2.278525680E-1,8.042798638E-1
4.822023542E0,-5.406916738E-1,2.576322258E-1,6.390409470E-1
4.838689479E0,-7.053197622E-1,2.386190593E-1,5.130500793E-1
4.855355417E0,-5.637518167E-1,2.319758981E-1,4.751764536E-1
4.872021354E0,-2.293033600E-1,2.254854590E-1,4.937314689E-1
4.888687292E0,6.986765563E-2,1.845575273E-1,4.754818678E-1
4.905353229E0,1.681405306E-1,1.149189398E-1,4.236347377E-1
4.922019167E0,9.636391699E-2,1.660788655E-1,3.317759335E-1
4.938685104E0,-5.192350596E-2,3.520108163E-1,2.131154537E-1
4.955351042E0,-1.740200967E-1,5.637518167E-1,1.178968996E-1
4.972016979E0,-1.989128441E-1,7.773254514E-1,8.857539296E-2
4.988682917E0,-1.828012913E-1,9.446260333E-1,1.100320220E-1
5.005348854E0,-1.970802546E-1,9.820414782E-1,1.091920808E-1
5.022014792E0,-1.834121495E-1,8.743002415E-1,5.688678101E-2
5.038680729E0,-1.583666950E-1,6.258309484E-1,4.581485875E-3
5.055346667E0,-1.198822111E-1,3.353647590E-1,1.740964688E-2
5.072012604E0,-9.812015295E-2,1.515708268E-1,4.092793912E-2
5.088678542E0,-1.549305767E-1,-2.748891525E-2,3.817904741E-2
5.105344479E0,-3.197113574E-1,-2.585485280E-1,-3.008509055E-2
5.122010417E0,-5.248091817E-1,-6.014727354E-1,-1.710421443E-1
5.138676354E0,-7.583122849E-1,-1.029841661E0,-3.670533597E-1
5.155342292E0,-1.054199934E0,-1.410639524E0,-4.954876900E-1
5.172008229E0,-1.485394120E0,-1.637346625E0,-4.987711012E-1
5.188674167E0,-1.889633894E0,-1.755167246E0,-4.875464439E-1
5.205340104E0,-2.157192707E0,-1.834656000E0,-5.484802127E-1
5.222006042E0,-2.486448765E0,-1.832594395E0,-6.091849208E-1
5.238671979E0,-2.962465048E0,-1.730885386E0,-6.162098646E-1
5.255337917E0,-2.969642878E0,-1.377423763E0,-6.145299673E-1
5.272003854E0,-2.295018911E0,-1.065348148E0,-4.413498044E-1
5.288669792E0,-1.947971463E0,-1.678198218E0,-4.240165055E-1
5.305335729E0,-2.436357737E0,-3.348455191E0,-7.254782915E-1
5.322001667E0,-3.238957882E0,-4.039801598E0,-1.019762397E0
5.338667604E0,-3.381212950E0,-2.854571104E0,-1.096425891E0
5.355333542E0,-2.674136877E0,-8.168025613E-1,-9.308815598E-1
5.371999479E0,-1.951865673E0,7.927497625E-1,-7.037162185E-1
5.388665417E0,-1.433776021E0,1.341230035E0,-5.353466272E-1
5.405331354E0,-5.404626131E-1,7.580831647E-1,-2.974147797E-1
5.421997292E0,7.877101302E-1,-2.364046723E-1,-3.665188793E-3
5.438663229E0,1.952934742E0,-9.032399058E-1,2.099084109E-1
5.455329167E0,2.346560717E0,-7.883210182E-1,2.850447893E-1
5.471995104E0,2.121533394E0,2.517526448E-1,-4.795288667E-2
5.488661042E0,1.567402720E0,1.792735457E0,-6.682860851E-1
5.505326979E0,1.270827770E0,2.810283422E0,-1.050840139E0
5.521992917E0,2.029445410E0,3.069748163E0,-8.464295268E-1
5.538658854E0,3.536983490E0,2.908785343E0,-4.046215713E-1
5.555324792E0,5.081631184E0,2.067777395E0,-1.828776449E-1
5.571990729E0,7.039605618E0,1.396971345E0,-5.322923064E-1
5.588656667E0,9.087835312E0,1.858937860E0,-1.773798585E0
5.605322604E0,9.828814507E0,3.247967958E0,-2.823416948E0
5.621988542E0,8.765146255E0,4.351800919E0,-2.650542259E0
5.638654479E0,7.196674347E0,3.705582142E0,-1.741728187E0
5.655320417E0,6.182944298E0,1.517235398E0,-5.971966982E-1
5.671986354E0,6.062985420E0,-8.211549520E-1,4.218784869E-1
5.688652292E0,6.008542538E0,-2.066555500E0,1.176601887E0
5.705318229E0,5.160509109E0,-2.309526920E0,1.573053122E0
5.721984167E0,3.936107159E0,-1.867413640E0,1.537928462E0
5.738650104E0,2.822653532E0,-9.908990264E-1,1.168126225E0
5.755316042E0,1.738597512E0,-3.306305781E-2,1.014188290E0
5.771981979E0,3.697259128E-1,1.111315727E0,1.247462273E0
5.788647917E0,-1.305418015E0,1.969122648E0,1.760054111E0
5.805313854E0,-2.894124508E0,2.010203362E0,2.095113516E0
5.821979792E0,-3.936107159E0,1.536095858E0,2.005469084E0
5.838645729E0,-4.488863468E0,1.052290916E0,1.909868717E0
5.855311667E0,-4.670825005E0,1.346575022E0,2.077398300E0
5.871977604E0,-5.054371357E0,1.607261539E0,2.402836561E0
5.888643542E0,-6.224330425E0,5.044215918E-1,2.415588379E0
5.905309479E0,-7.697354317E0,-2.036546707E0,1.773264050E0
5.921975417E0,-7.506153584E0,-3.858909130E0,9.786053896E-1
5.938641354E0,-5.238852501E0,-2.164294004E0,6.291907430E-1
5.955307292E0,-3.341888428E0,1.008690447E-1,4.253909588E-1
5.971973229E0,-2.370460749E0,4.826595485E-1,-1.718057133E-2
5.988639167E0,-1.999055028E0,-1.938732117E-1,-3.650680780E-1
6.005305104E0,-1.959119678E0,-1.077870846E0,-4.827359021E-1
6.021971042E0,-1.944382548E0,-1.582597971E0,-7.179188132E-1
6.038636979E0,-1.748371363E0,-1.374598503E0,-1.164842725E0
6.055302917E0,-1.335808516E0,-5.572614074E-1,-1.550069332E0
6.071968854E0,-8.714749813E-1,7.101303339E-2,-1.776242018E0
6.088634792E0,-5.150353909E-1,3.843866587E-1,-1.848476768E0
6.105300729E0,-3.872882724E-1,5.590940118E-1,-1.871460557E0
6.121966667E0,-6.110175252E-1,6.487383842E-1,-1.911548615E0
6.138632604E0,-8.184824586E-1,7.637336850E-1,-1.877340198E0
6.155298542E0,-2.716821134E-1,1.066646218E0,-1.633528829E0
6.171964479E0,1.099632978E0,1.933768868E0,-1.239215612E0
6.188630417E0,2.549978733E0,2.945131779E0,-8.903354406E-1
6.205296354E0,3.153894901E0,3.693670273E0,-6.560688019E-1
6.221962292E0,3.565083265E0,3.790874004E0,-7.655662894E-1
6.238628229E0,4.932809353E0,3.367086649E0,-8.853721619E-1
6.255294167E0,6.436223984E0,2.258825302E0,-4.198168218E-1
6.271960104E0,7.163382053E0,9.632573724E-1,1.009454057E-1
6.288626042E0,7.014407635E0,8.474985361E-1,-3.535379842E-2
6.305291979E0,6.062374592E0,1.333899617E0,-5.025889874E-1
6.321957917E0,4.701138973E0,1.559919596E0,-5.596284866E-1
6.338623854E0,3.447262764E0,1.558010578E0,-1.873827726E-1
6.355289792E0,2.802723885E0,1.074892879E0,3.393353820E-1
6.371955729E0,2.718501091E0,2.427423894E-1,9.328668714E-1
6.388621667E0,2.767981052E0,-4.741074145E-1,1.319926023E0
6.405287604E0,2.739881277E0,-8.400917649E-1,1.541364551E0
