"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.840166563E0,2.324029058E-1,7.840382576E0,8.349754333E0
4.856832500E0,6.314060688E-1,8.178069115E0,9.128020287E0
4.873498438E0,1.528415442E0,8.076673508E0,1.211605740E1
4.890164375E0,2.111067772E0,9.051749229E0,1.513370609E1
4.906830313E0,3.218645573E0,1.012851906E1,1.603609848E1
4.923496250E0,6.102594852E0,1.131386375E1,1.426421356E1
4.940162188E0,7.062715054E0,1.195693493E1,1.357388496E1
4.956828125E0,5.160421371E0,1.338335609E1,1.325653648E1
4.973494063E0,6.482156754E0,1.518066502E1,1.602712631E1
4.990160000E0,9.880562782E0,1.455912971E1,2.244557381E1
5.006825938E0,1.245284748E1,1.254975700E1,2.604856682E1
5.023491875E0,1.118943691E1,1.032802105E1,2.216890335E1
5.040157813E0,9.407382011E0,9.200403214E0,1.389871025E1
5.056823750E0,8.607281685E0,4.925625324E0,4.263710976E0
5.073489688E0,2.046461582E0,2.703889608E-1,-3.074777126E0
5.090155625E0,-2.543869495E0,-3.613461256E0,-4.157230377E0
5.106821563E0,-3.623630762E0,-9.171091080E0,-2.452643216E-1
5.123487500E0,-5.903990746E0,-1.369232941E1,2.362912297E-1
5.140153438E0,-6.732505798E0,-2.030519295E1,-7.524230957E0
5.156819375E0,-3.920639992E0,-2.471696091E1,-1.044676495E1
5.173485313E0,8.159525394E-1,-2.882663345E1,-9.167501450E0
5.190151250E0,1.756630898E0,-2.872314453E1,-6.254539490E0
5.206817188E0,6.116951942E0,-2.735594559E1,-2.617149651E-1
5.223483125E0,9.337691307E0,-2.498077011E1,6.184250355E0
5.240149063E0,1.177238846E1,-2.364078903E1,8.693124771E0
5.256815000E0,1.550608921E1,-2.286850548E1,1.135813046E1
5.273480938E0,2.110619164E1,-1.950808525E1,1.666840172E1
5.290146875E0,3.150360298E1,-1.360828114E1,2.558854675E1
5.306812813E0,4.709194565E1,-8.513663292E0,3.198934746E1
5.323478750E0,5.476662445E1,-3.498306751E0,2.587897491E1
5.340144688E0,5.045146942E1,1.253839016E0,2.005843353E1
5.356810625E0,3.603919983E1,7.301100254E0,1.929123497E1
5.373476563E0,1.807837296E1,1.453490162E1,1.481366634E1
5.390142500E0,3.866502285E0,2.287538528E1,9.823135376E0
5.406808438E0,-6.414260387E0,3.236232758E1,6.570092678E0
5.423474375E0,-1.294666576E1,3.976153564E1,8.093722343E0
5.440140313E0,-1.092353439E1,3.945166397E1,1.475205040E1
5.456806250E0,-7.171289444E0,3.519213867E1,2.253051949E1
5.473472188E0,-1.049192905E1,3.237878036E1,2.741815758E1
5.490138125E0,-1.026072216E1,2.940270615E1,2.617299271E1
5.506804063E0,-1.042373419E0,2.933869743E1,2.138495445E1
5.523470000E0,1.611236954E1,3.019801903E1,1.910788536E1
5.540135938E0,3.619144058E1,2.787967300E1,2.685704041E1
5.556801875E0,5.096772003E1,1.945095634E1,3.749911880E1
5.573467813E0,5.567380524E1,1.003160954E1,3.969991684E1
5.590133750E0,6.231807327E1,-7.504490018E-1,3.600689697E1
5.606799688E0,6.701757812E1,-8.161319733E0,2.999881744E1
5.623465625E0,7.004389954E1,-1.563111401E1,2.199512482E1
5.640131563E0,6.215386581E1,-2.650978279E1,1.542862129E1
5.656797500E0,3.859054565E1,-3.419343567E1,1.107996559E1
5.673463438E0,1.321974659E1,-3.972294998E1,7.701299667E0
5.690129375E0,-1.450618839E1,-3.507010651E1,3.235993624E0
5.706795313E0,-2.856760979E1,-3.045554733E1,-4.808077812E0
5.723461250E0,-2.753450966E1,-2.983311462E1,-1.081675434E1
5.740127188E0,-2.004976082E1,-3.556900787E1,-2.473281384E0
5.756793125E0,-1.343599796E1,-4.214777756E1,1.281027508E1
5.773459063E0,-9.068498611E0,-4.465156555E1,1.246331596E1
5.790125000E0,-9.052047729E0,-4.310161591E1,1.503589988E0
5.806790938E0,-6.365805626E0,-4.189353943E1,-1.606481314E0
5.823456875E0,8.536693573E0,-4.360111618E1,4.825126648E0
5.840122813E0,2.310419846E1,-4.142364883E1,1.248425293E1
5.856788750E0,3.809463501E1,-3.593750381E1,2.246352005E1
5.873454688E0,5.051517868E1,-2.717139816E1,2.444447708E1
5.890120625E0,5.584907913E1,-1.387777328E1,1.476012611E1
5.906786563E0,6.966523743E1,-2.481656075E0,1.365972710E1
5.923452500E0,7.835387421E1,4.987240791E0,2.977000427E1
5.940118438E0,6.686503601E1,1.232542896E1,3.122872925E1
5.956784375E0,3.801327896E1,2.086212349E1,2.239502525E1
5.973450313E0,1.846032715E1,2.899532700E1,1.076022434E1
5.990116250E0,4.534099579E0,3.627279663E1,5.508576870E0
6.006782188E0,3.083750308E-1,3.789124298E1,1.058375359E1
6.023448125E0,-2.032403708E0,3.459154129E1,1.423221016E1
6.040114063E0,-1.003131104E1,3.381895828E1,1.009143066E1
6.056780000E0,-1.373121262E1,3.295874023E1,4.939383984E0
6.073445938E0,-1.239063358E1,3.048904610E1,-2.392822644E-3
6.090111875E0,-7.141977310E0,3.192982483E1,3.279961586E0
6.106777813E0,6.410371780E0,3.294378281E1,1.674407578E1
6.123443750E0,2.413999176E1,3.261746216E1,2.671735954E1
6.140109688E0,4.117150497E1,2.913171768E1,2.785724068E1
6.156775625E0,5.345206833E1,2.521795845E1,3.372713470E1
6.173441563E0,7.192436218E1,1.196949673E1,4.099503326E1
6.190107500E0,7.838767242E1,-5.164309502E0,3.142733192E1
6.206773438E0,6.911757660E1,-2.132812500E1,1.480858088E0
6.223439375E0,4.256352997E1,-2.510070992E1,-8.309375763E0
6.240105313E0,1.539691639E1,-3.009871864E1,1.294158173E1
6.256771250E0,-5.104488850E0,-3.126910782E1,2.393779755E1
6.273437188E0,-1.535414505E1,-3.413510895E1,1.332562923E1
6.290103125E0,-1.937378693E1,-3.620131302E1,-3.666701555E0
6.306769063E0,-2.105055809E1,-3.847479248E1,-1.350987625E1
6.323435000E0,-1.768595123E1,-4.241098785E1,-7.972885132E0
