"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.452428100E-2,-5.778017044E-1,-5.900190473E-1,1.919642538E-1
4.119021800E-2,-2.082285285E-1,-2.644280791E-1,1.958585232E-1
5.785615600E-2,1.656207144E-1,6.574432552E-2,2.102901936E-1
7.452209300E-2,2.836703360E-1,1.744018942E-1,2.476293147E-1
9.118803100E-2,2.082285285E-1,7.261654735E-2,2.541197538E-1
1.078539680E-1,3.733910993E-2,-8.643736690E-2,2.172387838E-1
1.245199060E-1,-1.022434905E-1,-1.524871141E-1,1.455385387E-1
1.411858430E-1,-9.231694043E-2,-1.056796089E-1,3.520108387E-2
1.578517810E-1,1.038470119E-2,-3.283398226E-3,-2.909243479E-2
1.745177180E-1,2.680169232E-2,2.443459071E-2,-1.641699113E-2
1.911836560E-1,-3.794997558E-2,-6.047561392E-2,3.321577236E-2
2.078495930E-1,-7.009673119E-2,-1.343138963E-1,6.383536756E-2
2.245155310E-1,-6.139190868E-2,-1.304959953E-1,5.161807314E-2
2.411814680E-1,-3.733910993E-2,-7.017309219E-2,1.206457894E-2
2.578474060E-1,6.490438245E-3,-8.933897130E-3,2.290742937E-3
2.745133430E-1,-3.901898861E-2,-4.222602770E-2,9.773836471E-3
2.911792810E-1,-1.236237586E-1,-1.350774765E-1,3.268126398E-2
3.078452180E-1,-1.892917305E-1,-2.350302190E-1,4.787652567E-2
3.245111560E-1,-2.964221239E-1,-4.035525322E-1,1.056796089E-1
3.411770930E-1,-3.714057803E-1,-7.429642677E-1,1.767689884E-1
3.578430310E-1,-6.132318974E-1,-1.166599035E0,1.320231557E-1
3.745089680E-1,-1.177518249E0,-1.370933294E0,1.511890348E-2
3.911749060E-1,-1.657428861E0,-1.383379698E0,-1.560759544E-1
4.078408430E-1,-1.706603527E0,-1.192637086E0,-2.101374865E-1
4.245067810E-1,-1.560683131E0,-1.167744398E0,-2.411388755E-1
4.411727180E-1,-1.279685378E0,-1.215239167E0,-2.535852492E-1
4.578386560E-1,-1.034346819E0,-1.335274100E0,-1.984546930E-1
4.745045930E-1,-8.449023366E-1,-1.544266105E0,-1.080467105E-1
4.911705310E-1,-9.340122342E-1,-2.052123785E0,-1.661552191E-1
5.078364680E-1,-7.693078518E-1,-2.179107428E0,-1.237001177E-2
5.245024060E-1,-5.760455132E-1,-2.018984556E0,1.598175019E-1
5.411683430E-1,-6.428588033E-1,-2.080452681E0,6.518690586E-1
5.578342810E-1,-5.346593857E-1,-1.612606645E0,1.200043917E0
5.745002180E-1,-5.097666383E-1,-1.179961681E0,1.123609424E0
