"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
8.689317810E-1,6.749298573E-1,2.053913593E0,1.105761528E0
8.855977180E-1,-1.475655138E-1,8.706531525E-1,1.891846657E0
9.022636560E-1,-6.482344866E-1,6.493043900E-2,2.191203117E0
9.189295930E-1,-4.880726933E-1,-2.193403244E-2,2.288154602E0
9.355955310E-1,-1.149678469E0,-2.975916862E-1,2.076480865E0
9.522614680E-1,-2.205539227E0,2.711992264E-1,8.108415604E-1
9.689274060E-1,-2.362195969E0,4.209733009E-1,5.389413834E-1
9.855933430E-1,-1.857829809E0,4.986267090E-1,1.045881271E0
1.002259281E0,-1.506735802E0,2.477922440E-1,1.281051636E0
1.018925218E0,-1.563210487E0,-3.723273277E-1,1.062985420E0
1.035591156E0,-1.798570752E0,-7.483723164E-1,1.197980881E0
1.052257093E0,-2.189133406E0,-1.015593290E0,1.450020790E0
1.068923031E0,-2.312196255E0,-1.344761610E0,9.971361160E-1
1.085588968E0,-1.847304225E0,-1.480463743E0,-1.055564880E-1
1.102254906E0,-1.555018663E0,-1.464142561E0,-1.061422348E0
1.118920843E0,-1.338961601E0,-1.460238695E0,-1.383366585E0
1.135586781E0,-1.289537907E0,-1.543348789E0,-1.110583305E0
1.152252718E0,-1.075309634E0,-1.641463518E0,-1.165156364E0
1.168918656E0,-8.965460658E-1,-1.640036345E0,-1.135684013E0
1.185584593E0,-1.106013536E0,-1.343307734E0,-8.982806206E-1
1.202250531E0,-1.294872522E0,-1.073203325E0,-2.487936020E-1
1.218916468E0,-1.075490713E0,-9.483375549E-1,9.274168015E-1
1.235582406E0,-8.865158558E-1,-9.345343113E-1,1.486355782E0
1.252248343E0,-1.001584291E0,-8.805184364E-1,1.108746529E0
1.268914281E0,-9.506607652E-1,-2.782049179E-1,4.260292053E-1
1.285580218E0,-5.383410454E-1,-5.718169212E-1,-2.114963531E-1
1.302246156E0,-2.155701518E-1,-6.592931747E-1,-1.203584671E-1
1.318912093E0,-2.003278732E-1,-7.293348312E-1,1.280450821E-1
1.335578031E0,-3.230698109E-1,-1.016587973E0,2.501106262E-1
1.352243968E0,-3.931214809E-1,-1.013214827E0,-2.188682556E-2
1.368909906E0,-3.659452796E-1,-7.319815159E-1,-2.772388458E-1
1.385575843E0,-2.154894471E-1,-5.904383659E-1,-2.787933350E-1
1.402241781E0,-2.719388604E-1,-5.073323250E-1,7.597923279E-3
1.418907718E0,-4.696078897E-1,-6.679863930E-1,1.203050613E-1
1.435573656E0,-3.974831700E-1,-8.451128006E-1,1.290740967E-1
1.452239593E0,-3.687074184E-1,-6.541960239E-1,3.884534836E-1
1.468905531E0,-4.176034927E-1,-4.226236343E-1,6.289539337E-1
1.485571468E0,-3.720497787E-1,-4.038586617E-1,6.039533615E-1
1.502237406E0,-1.919070184E-1,-4.584088326E-1,2.017002106E-1
1.518903343E0,-2.713731229E-1,-4.060235023E-1,-1.150398254E-1
1.535569281E0,-5.965526104E-1,-3.578729630E-1,-2.949628830E-1
1.552235218E0,-9.040352702E-1,-1.657996178E-1,-1.009988785E-1
1.568901156E0,-6.942151785E-1,-2.015757561E-1,4.902734756E-1
1.585567093E0,-6.778740883E-1,-2.254304886E-1,8.174600601E-1
1.602233031E0,-8.311405778E-1,-2.341122627E-1,4.349164963E-1
1.618898968E0,-7.082957029E-1,-1.759834290E-1,9.269714355E-3
1.635564906E0,-7.353929281E-1,-1.027226448E-1,-4.412317276E-1
1.652230843E0,-9.101760983E-1,-2.486114502E-1,-4.481029510E-1
1.668896781E0,-8.917238712E-1,-4.022011757E-1,-5.002498627E-2
1.685562718E0,-1.111332297E0,-4.848594666E-1,2.282114029E-1
1.702228656E0,-1.051400900E0,-2.374482155E-1,3.297433853E-1
1.718894593E0,-6.789015532E-1,-2.512111664E-1,2.198152542E-1
1.735560531E0,-6.247205734E-1,-2.802395821E-1,4.710960388E-2
1.752226468E0,-6.692527533E-1,-2.848229408E-1,9.824848175E-2
1.768892406E0,-4.086580575E-1,-1.061663628E-1,-3.428554535E-2
1.785558343E0,-5.358708501E-1,4.556751251E-2,-2.846832275E-1
1.802224281E0,-8.905954957E-1,1.016678810E-1,-2.985610962E-1
1.818890218E0,-9.817747474E-1,3.965330124E-2,-1.980714798E-1
1.835556156E0,-6.109657288E-1,-5.006074905E-2,-3.423976898E-2
1.852222093E0,-2.958810031E-1,-1.880445480E-1,-6.342029572E-2
1.868888031E0,-6.187649369E-1,-2.027211189E-1,-4.147901535E-1
1.885553968E0,-7.099691033E-1,-3.982639313E-2,-9.236216545E-1
1.902219906E0,-4.411271214E-1,1.055812836E-1,-9.512305260E-1
1.918885843E0,-5.249279737E-1,1.002020836E-1,-5.044260025E-1
1.935551781E0,-9.091229439E-1,-3.444194794E-3,1.246337891E-1
1.952217718E0,-8.930157423E-1,4.909992218E-2,7.149744034E-1
1.968883656E0,-5.365970135E-1,2.151579857E-1,6.683340073E-1
1.985549593E0,-2.208474874E-1,2.848377228E-1,2.281761169E-2
2.002215531E0,-1.380291581E-2,1.579279900E-1,-3.477764130E-1
2.018881468E0,4.156453907E-2,9.423351288E-2,-1.348896027E-1
2.035547406E0,9.612516165E-1,1.207880974E-1,-3.070907593E-1
2.052213343E0,2.465446144E-1,-1.199569702E-1,6.546077728E-1
2.068879281E0,1.479755193E-1,-1.726474762E-1,3.541593552E-1
2.085545218E0,5.409576893E-1,-2.450418472E-1,1.947622299E-1
2.102211156E0,8.317457438E-1,-3.257117271E-1,3.152275085E-2
2.118877093E0,6.876446009E-1,-4.098496437E-1,-7.764754295E-1
2.135543031E0,2.743958235E-1,-6.197195053E-1,-5.539884567E-1
2.152208968E0,4.350754917E-1,-5.162830353E-1,-2.174329758E-1
2.168874906E0,5.308432579E-1,-3.911728859E-1,3.032941818E-1
2.185540843E0,9.090602398E-3,-2.417964935E-1,3.053627014E-1
2.202206781E0,-2.429507971E-1,-1.958546638E-1,-4.275608063E-2
2.218872718E0,1.575291157E-1,-7.267761230E-2,-7.321166992E-2
2.235538656E0,4.567054510E-1,1.141414642E-1,-4.070281982E-3
2.252204593E0,6.511747241E-1,2.108106613E-1,-1.478672028E-2
2.268870531E0,7.909470201E-1,3.271088600E-1,1.284284592E-1
2.285536468E0,6.719829440E-1,4.624361992E-1,4.545192719E-1
2.302202406E0,3.553945422E-1,5.588288307E-1,9.955091476E-1
2.318868343E0,3.634428382E-1,6.489343643E-1,1.231029510E0
2.335534281E0,6.622400284E-1,6.553206444E-1,1.126327515E0
2.352200218E0,7.287485003E-1,5.710349083E-1,7.420854568E-1
2.368866156E0,6.684148908E-1,4.753770828E-1,2.623682022E-1
2.385532093E0,6.632243395E-1,3.308057785E-1,-7.258415222E-2
2.402198031E0,8.122630119E-1,3.325190544E-1,-1.696329117E-1
2.418863968E0,9.294978976E-1,2.595596313E-1,-3.603343964E-1
2.435529906E0,7.947454453E-1,2.136654854E-1,-5.893154144E-1
2.452195843E0,7.004727721E-1,1.443605423E-1,-7.507109642E-1
2.468861781E0,7.306296825E-1,7.946634293E-2,-7.420711517E-1
2.485527718E0,7.227705717E-1,3.696155548E-2,-7.452607155E-1
2.502193656E0,6.394689679E-1,3.608179092E-2,-9.606266022E-1
2.518859593E0,6.069351435E-1,2.370643616E-2,-9.404568672E-1
2.535525531E0,5.036427975E-1,3.661775589E-2,-6.799149513E-1
2.552191468E0,5.819008946E-1,1.347055435E-1,-4.969391823E-1
2.568857406E0,6.340208650E-1,2.499661446E-1,-4.750642776E-1
2.585523343E0,5.664631128E-1,3.221588135E-1,-3.426451683E-1
2.602189281E0,4.663479924E-1,3.182697296E-1,-7.118225098E-2
2.618855218E0,5.139063597E-1,2.234072685E-1,3.053798676E-1
2.635521156E0,6.149572134E-1,2.162904739E-1,5.331249237E-1
2.652187093E0,6.206243634E-1,2.156691551E-1,6.464176178E-1
2.668853031E0,7.217820883E-1,2.367463112E-1,8.157243729E-1
2.685518968E0,7.786014676E-1,2.708940506E-1,8.963451385E-1
2.702184906E0,8.106432557E-1,2.842106819E-1,8.237190247E-1
2.718850843E0,8.450709581E-1,2.439279556E-1,5.454940796E-1
2.735516781E0,8.130390644E-1,1.396074295E-1,1.583862305E-1
2.752182718E0,8.093909025E-1,6.907129288E-2,1.599006653E-1
2.768848656E0,8.438029885E-1,-1.397752762E-2,1.593008041E-1
2.785514593E0,8.088258505E-1,-9.597396851E-2,3.879737854E-2
2.802180531E0,5.885540843E-1,-7.905101776E-2,-1.672282219E-1
2.818846468E0,3.581337929E-1,-5.036211014E-2,-3.463644981E-1
2.835512406E0,3.032025695E-1,6.340837479E-2,-4.839081764E-1
2.852178343E0,3.905638158E-1,2.348518372E-1,-4.734706879E-1
2.868844281E0,4.175025821E-1,3.008646965E-1,-4.841885567E-1
2.885510218E0,2.521887720E-1,3.710312843E-1,-4.733171463E-1
2.902176156E0,1.235013232E-1,4.488706589E-1,-4.309654236E-1
2.918842093E0,1.754260659E-1,6.113033295E-1,-3.161511421E-1
2.935508031E0,2.381912619E-1,7.422046661E-1,-2.709059715E-1
2.952173968E0,-5.297275260E-3,7.965455055E-1,-3.555264473E-1
2.968839906E0,-3.052775562E-1,7.886481285E-1,-4.249162674E-1
2.985505843E0,-2.575481832E-1,7.543058395E-1,-4.193282127E-1
3.002171781E0,-5.026199669E-2,6.613440514E-1,-4.379186630E-1
3.018837718E0,4.454113543E-2,6.010117531E-1,-4.461045265E-1
3.035503656E0,5.771242082E-2,4.998974800E-1,-4.531998634E-1
3.052169593E0,1.521597505E-1,4.522266388E-1,-3.712625504E-1
3.068835531E0,2.598579526E-1,2.873659134E-1,-2.973718643E-1
3.085501468E0,5.828838050E-2,2.576699257E-1,-1.404013634E-1
3.102167406E0,-2.489173710E-1,1.462416649E-1,-1.113147736E-1
3.118833343E0,-3.678420186E-1,1.414866447E-1,-4.179720879E-1
3.135499281E0,-2.973789275E-1,2.087187767E-1,-8.548569679E-1
3.152165218E0,-3.607096672E-1,2.836651802E-1,-1.234937668E0
3.168831156E0,-5.958748460E-1,3.184032440E-1,-1.411927700E0
3.185497093E0,-6.944634318E-1,3.900575638E-1,-1.196706295E0
3.202163031E0,-5.507319570E-1,3.742351532E-1,-9.755926132E-1
3.218828968E0,-4.440672398E-1,4.419579506E-1,-8.690128326E-1
3.235494906E0,-4.157616198E-1,5.470628738E-1,-7.809505463E-1
3.252160843E0,-3.642538786E-1,6.044278145E-1,-8.022394180E-1
3.268826781E0,-5.125857592E-1,6.164984703E-1,-7.451357841E-1
3.285492718E0,-6.153135896E-1,5.399932861E-1,-5.326671600E-1
3.302158656E0,-5.045273304E-1,4.774332047E-1,-1.947464943E-1
3.318824593E0,-3.805912733E-1,4.537258148E-1,-6.074571609E-2
3.335490531E0,-4.499136806E-1,4.377589226E-1,-2.080678940E-1
3.352156468E0,-6.476033330E-1,4.725980759E-1,-3.952155113E-1
3.368822406E0,-9.209812284E-1,7.385334969E-1,-4.614853859E-1
3.385488343E0,-8.729050159E-1,8.750224113E-1,-3.387236595E-1
3.402154281E0,-5.944116712E-1,8.410515785E-1,-5.124616623E-2
3.418820218E0,-4.020455182E-1,6.359930038E-1,3.096551895E-1
3.435486156E0,-3.308923841E-1,3.294415474E-1,5.317726135E-1
3.452152093E0,-3.044237494E-1,1.407003403E-2,3.884844780E-1
3.468818031E0,-2.818738818E-1,-1.986351013E-1,9.262084961E-2
3.485483968E0,-2.707410157E-1,-2.833409309E-1,-9.755992889E-2
3.502149906E0,-1.915059984E-1,-3.858399391E-1,-5.116033554E-2
3.518815843E0,-8.417117596E-2,-4.429612160E-1,-5.597782135E-2
3.535481781E0,4.360175133E-2,-2.868351936E-1,-4.699835777E-1
3.552147718E0,1.815704107E-1,-6.072330475E-2,-9.734835625E-1
3.568813656E0,1.825859547E-1,1.024785042E-1,-1.180623531E0
3.585479593E0,7.779550552E-2,1.792621613E-1,-1.122276783E0
3.602145531E0,4.358267784E-2,9.788703918E-2,-6.394309998E-1
3.618811468E0,2.816686034E-1,-1.133556366E-1,-1.897921562E-1
3.635477406E0,3.450641036E-1,-2.772555351E-1,-7.621669769E-2
3.652143343E0,3.111642599E-1,-4.590473175E-1,-1.208066940E-1
3.668809281E0,2.933140397E-1,-6.777906418E-1,-1.800074577E-1
3.685475218E0,3.051231503E-1,-8.702731133E-1,-9.230184555E-2
3.702141156E0,1.462768912E-1,-9.363780022E-1,2.112421989E-1
3.718807093E0,1.387526989E-1,-1.001145840E0,5.066757202E-1
3.735473031E0,1.048583388E-1,-1.024377823E0,5.531954765E-1
3.752138968E0,1.491654515E-1,-9.364309311E-1,3.499107361E-1
3.768804906E0,2.627190948E-1,-8.601775169E-1,2.065210342E-1
3.785470843E0,3.941152096E-1,-8.379306793E-1,2.760319710E-1
3.802136781E0,4.672902226E-1,-8.895545006E-1,3.673453331E-1
3.818802718E0,4.548027515E-1,-8.700690269E-1,2.266607285E-1
3.835468656E0,4.181396365E-1,-7.543077469E-1,4.182481766E-2
3.852134593E0,4.897692204E-1,-7.039146423E-1,-2.178287506E-2
3.868800531E0,4.798575044E-1,-6.238851547E-1,1.416630745E-1
3.885466468E0,3.437865376E-1,-6.301784515E-1,3.951277733E-1
3.902132406E0,1.978394389E-1,-6.283187866E-1,5.637702942E-1
3.918798343E0,8.424359560E-2,-6.126914024E-1,5.479397774E-1
3.935464281E0,-8.766621351E-2,-4.814529419E-1,4.187302589E-1
3.952130218E0,-5.558729172E-4,-4.055953026E-1,5.088162422E-1
3.968796156E0,1.367096901E-1,-3.455123901E-1,7.823066711E-1
3.985462093E0,1.857795119E-1,-3.211288452E-1,9.009251595E-1
4.002128031E0,1.419280171E-1,-3.444795609E-1,9.622669220E-1
4.018793968E0,7.163089514E-2,-3.930449486E-1,1.034987926E0
4.035459906E0,2.867221832E-2,-4.391303062E-1,1.070614815E0
4.052125843E0,8.121621609E-2,-4.884743690E-1,1.037733078E0
4.068791781E0,8.500301838E-2,-4.735264778E-1,8.218240738E-1
4.085457718E0,2.394223213E-2,-4.748940468E-1,6.157221794E-1
4.102123656E0,-8.058279753E-2,-4.457583427E-1,5.311541557E-1
4.118789593E0,-1.676034331E-1,-4.157853127E-1,4.508538246E-1
4.135455531E0,2.481293678E-2,-3.493304253E-1,5.308876038E-1
4.152121468E0,3.366885185E-1,-2.712159157E-1,5.729513168E-1
4.168787406E0,4.089510441E-1,-2.153100967E-1,4.185762405E-1
4.185453343E0,4.396919012E-1,-2.147889137E-1,3.683595657E-1
4.202119281E0,3.520491123E-1,-1.790475845E-1,4.637703896E-1
4.218785218E0,2.110093832E-1,-1.205043793E-1,6.865210533E-1
4.235451156E0,1.731852293E-1,-9.644174576E-2,7.930564880E-1
4.252117093E0,2.120062113E-1,-5.443477631E-2,6.990008354E-1
4.268783031E0,2.239341736E-1,-7.248830795E-2,4.805636406E-1
4.285448968E0,3.034639359E-1,-2.765417099E-2,3.101887703E-1
4.302114906E0,3.440077305E-1,4.733133316E-2,2.091712952E-1
4.318780843E0,2.417967319E-1,1.050801277E-1,5.018806458E-2
4.335446781E0,1.447187662E-1,1.404528618E-1,-4.784488678E-2
4.352112718E0,2.076805830E-1,1.422920227E-1,-6.663894653E-2
4.368778656E0,2.610688210E-1,1.421337128E-1,-5.946159363E-2
4.385444593E0,2.455359697E-1,1.582655907E-1,-1.496396065E-1
4.402110531E0,1.821577549E-1,1.521120071E-1,-3.083095551E-1
4.418776468E0,1.573618650E-1,9.616851807E-2,-4.194340706E-1
4.435442406E0,1.372292042E-1,5.328941345E-2,-4.940629005E-1
4.452108343E0,1.767469645E-1,4.135322571E-2,-4.751801491E-1
4.468774281E0,1.180105209E-1,7.231521606E-2,-5.724105835E-1
4.485440218E0,-6.912589073E-2,1.054387093E-1,-7.583594322E-1
4.502106156E0,-2.350931168E-1,1.500515938E-1,-1.002413750E0
4.518772093E0,-3.400286436E-1,1.770329475E-1,-1.230541229E0
4.535438031E0,-4.285054207E-1,2.488799095E-1,-1.294756413E0
4.552103968E0,-5.663771033E-1,3.253946304E-1,-1.362626076E0
4.568769906E0,-5.794538856E-1,3.955178261E-1,-1.246271610E0
4.585435843E0,-5.176161528E-1,4.712786674E-1,-1.161567211E0
4.602101781E0,-4.397524595E-1,5.936474800E-1,-1.197986126E0
4.618767718E0,-3.985426426E-1,6.480202675E-1,-1.230431080E0
4.635433656E0,-5.760711432E-1,7.187366486E-1,-1.421696663E0
4.652099593E0,-6.543886662E-1,7.540583611E-1,-1.733279228E0
4.668765531E0,-4.666166306E-1,7.482862473E-1,-1.990759850E0
4.685431468E0,-4.058576822E-1,7.676258087E-1,-2.037414074E0
4.702097406E0,-5.503420830E-1,6.756052971E-1,-2.161250114E0
4.718763343E0,-6.019093990E-1,5.247249603E-1,-2.413143158E0
4.735429281E0,-6.461354494E-1,4.564700127E-1,-2.590489864E0
4.752095218E0,-4.908579588E-1,4.073724747E-1,-2.618094921E0
4.768761156E0,-2.007817030E-1,3.376746178E-1,-2.671148300E0
4.785427093E0,-1.152122021E-1,2.407813072E-1,-2.675193310E0
4.802093031E0,-3.961293697E-1,1.804161072E-1,-2.641871929E0
4.818758968E0,-5.381433964E-1,2.366733551E-1,-2.707127571E0
4.835424906E0,-4.071421623E-1,2.514295578E-1,-2.923214436E0
4.852090843E0,-4.266922474E-1,2.302484512E-1,-3.108725548E0
4.868756781E0,-7.151212692E-1,-7.748985291E-2,-3.539174080E0
4.885422718E0,-1.013038158E0,-2.331500053E-1,-4.103297234E0
4.902088656E0,-1.250582933E0,-3.408980370E-1,-4.630387306E0
4.918754593E0,-1.635112047E0,-5.518178940E-1,-5.100429535E0
4.935420531E0,-2.466464520E0,-8.386826515E-1,-5.376753807E0
4.952086468E0,-3.158858299E0,-1.197211266E0,-5.766893864E0
4.968752406E0,-4.201708794E0,-1.316778898E0,-5.837597847E0
4.985418343E0,-5.636385918E0,-7.118959427E-1,-5.256338120E0
5.002084281E0,-7.332617760E0,1.503937960E0,-4.950482845E0
5.018750218E0,-9.076068878E0,4.790895939E0,-4.804598808E0
5.035416156E0,-1.058817482E1,1.068167305E1,-9.510169029E-1
5.052082093E0,-9.195729256E0,2.010672951E1,9.796076775E0
5.068748031E0,-4.396481037E0,2.934615517E1,1.761674500E1
5.085413968E0,4.356288910E-1,3.675274277E1,2.897770691E1
5.102079906E0,5.618497372E0,3.780060577E1,4.468028641E1
5.118745843E0,9.062797546E0,3.128302383E1,4.848262405E1
5.135411781E0,7.228385448E0,2.207769966E1,3.511372375E1
5.152077718E0,4.505273819E0,1.242120934E1,1.914889145E1
5.168743656E0,1.063001156E-1,4.265226364E0,1.111277962E1
5.185409593E0,-4.107358932E0,-2.001282215E0,6.761843681E0
5.202075531E0,-2.375604630E0,-8.258337021E0,7.996309280E0
5.218741468E0,3.058014870E0,-1.538258362E1,9.551458359E0
5.235407406E0,2.499554634E0,-1.984102249E1,6.383240700E0
5.252073343E0,1.780959845E0,-2.182108307E1,3.567890644E0
5.268739281E0,9.699386597E0,-3.048391724E1,9.664892197E0
5.285405218E0,2.056139374E1,-3.981903076E1,2.200878334E1
5.302071156E0,3.183456039E1,-4.468143463E1,2.197799110E1
5.318737093E0,3.417292023E1,-4.284009171E1,2.089834213E0
5.335403031E0,2.477970886E1,-3.517394638E1,-1.800078583E1
5.352068968E0,1.554559994E1,-2.999559784E1,-2.371923256E1
5.368734906E0,1.188586903E1,-2.973476410E1,-1.368130302E1
5.385400843E0,1.506317711E1,-2.419794655E1,7.412043571E0
5.402066781E0,2.342158699E1,-1.460937881E1,1.692454338E1
5.418732718E0,2.304146194E1,-4.205207825E0,7.861448288E0
5.435398656E0,1.808758163E1,3.032584667E0,9.855515480E0
5.452064593E0,2.588926697E1,9.988656044E0,3.622298050E1
5.468730531E0,3.682282257E1,1.817155075E1,5.338854599E1
5.485396468E0,2.478317261E1,2.649318314E1,5.014518356E1
5.502062406E0,1.043345451E0,2.740914345E1,3.033916664E1
5.518728343E0,-2.393455696E1,3.286766434E1,1.408478928E1
5.535394281E0,-3.954399872E1,4.441194916E1,1.193298244E1
5.552060218E0,-3.589565277E1,5.068332291E1,1.079951191E1
5.568726156E0,-2.587129211E1,4.686341858E1,1.034484482E1
5.585392093E0,-2.910736084E1,4.022075272E1,9.363952637E0
5.602058031E0,-2.632122803E1,3.872302628E1,1.939521408E1
5.618723968E0,-7.777186394E0,3.638345337E1,3.868105316E1
5.635389906E0,1.057218456E1,3.391996384E1,5.600310898E1
5.652055843E0,2.431156731E1,2.941823769E1,6.576119995E1
5.668721781E0,4.092564774E1,2.211011887E1,6.770137787E1
5.685387718E0,5.446894073E1,1.693879890E1,5.416973877E1
5.702053656E0,5.662853241E1,1.128842926E1,2.818472099E1
5.718719593E0,4.732969284E1,6.560544968E-1,1.160880470E1
5.735385531E0,3.315806961E1,-1.117323303E1,7.021070480E0
5.752051468E0,2.524578094E1,-1.958922195E1,5.301395416E0
5.768717406E0,3.202525711E1,-3.202216721E1,6.680616379E0
5.785383343E0,4.133554459E1,-4.427568817E1,1.832560182E0
5.802049281E0,3.902480316E1,-4.643887711E1,-4.210226059E0
5.818715218E0,3.785770416E1,-4.819754028E1,-3.289013863E0
5.835381156E0,3.042403984E1,-4.364990997E1,-4.358258724E0
5.852047093E0,2.574386787E1,-3.626671219E1,-6.641825676E0
5.868713031E0,2.306417084E1,-3.085594940E1,-8.614170074E0
5.885378968E0,2.111417389E1,-2.386217117E1,-3.968787193E0
5.902044906E0,3.154446411E1,-1.822889709E1,6.693100929E0
5.918710843E0,4.173902130E1,-9.796482086E0,1.953569031E1
5.935376781E0,4.301807404E1,3.699818134E0,3.029820633E1
5.952042718E0,4.960292435E1,1.902327347E1,4.196620560E1
5.968708656E0,4.784882736E1,2.903648758E1,4.879991531E1
5.985374593E0,2.255927658E1,3.097262192E1,4.101010132E1
6.002040531E0,5.877084732E-1,2.598865509E1,2.293993950E1
6.018706468E0,-1.148409367E1,2.457505608E1,5.793183327E0
6.035372406E0,-2.331540871E1,3.323699188E1,-8.819341660E-2
6.052038343E0,-2.352301788E1,4.276459503E1,1.023041248E1
6.068704281E0,-1.641386032E1,5.441576004E1,1.983371735E1
6.085370218E0,-2.235708618E1,5.215078735E1,9.560894012E0
6.102036156E0,-2.598212814E1,4.709912872E1,5.354076862E0
6.118702093E0,-4.074291706E0,4.197960663E1,2.460109138E1
6.135368031E0,1.307039070E1,3.871533966E1,3.912921524E1
6.152033968E0,2.462117386E1,3.558766556E1,4.026657104E1
6.168699906E0,3.798598099E1,3.192655182E1,3.550595856E1
6.185365843E0,4.697935104E1,2.983646774E1,3.084339523E1
6.202031781E0,5.313999557E1,2.065370941E1,2.894361877E1
6.218697718E0,4.726139832E1,7.843181610E0,2.996221733E1
6.235363656E0,3.792222595E1,-5.535672188E0,3.034377861E1
6.252029593E0,3.602141953E1,-1.819586563E1,3.002400589E1
6.268695531E0,4.353147507E1,-3.759572983E1,3.119024277E1
6.285361468E0,5.008978653E1,-5.432530975E1,1.846188736E1
6.302027406E0,4.235220718E1,-5.756473923E1,-3.255986929E0
6.318693343E0,3.540253067E1,-5.435814667E1,-1.012568283E1
6.335359281E0,2.969676590E1,-4.932976532E1,-7.710383415E0
6.352025218E0,2.090276337E1,-4.290445328E1,-6.269550323E0
6.368691156E0,1.761239243E1,-3.786214066E1,-6.263083935E0
6.385357093E0,2.538832664E1,-3.685227203E1,-6.844245434E0
6.402023031E0,3.805178833E1,-3.178701019E1,-2.420097351E0
6.418688968E0,5.424810791E1,-2.166752625E1,1.322613430E1
6.435354906E0,6.740267944E1,-3.408438921E0,3.402679825E1
6.452020843E0,6.739587402E1,1.828418732E1,5.246619415E1
6.468686781E0,5.438980865E1,3.273833084E1,5.855718231E1
6.485352718E0,3.318685532E1,3.322497940E1,4.704455566E1
6.502018656E0,-7.748803616E0,3.268625259E1,2.333748436E1
6.518684593E0,-3.159329987E1,3.971585464E1,8.468897820E0
6.535350531E0,-2.914538383E1,4.907816315E1,9.553447723E0
