"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
5.012993800E-1,-5.024362728E-2,-9.422589093E-2,-1.171333194E-1
5.179653170E-1,-4.169152305E-2,-1.082757786E-1,-1.204167232E-1
5.346312550E-1,-1.061377581E-2,-9.521854669E-2,-9.109520912E-2
5.512971920E-1,1.229365356E-2,-1.001818255E-1,-6.360629201E-2
5.679631300E-1,-4.199695308E-3,-1.135444939E-1,-6.177370250E-2
5.846290670E-1,-4.688387364E-2,-1.167515293E-1,-7.864884287E-2
6.012950050E-1,-8.200860023E-2,-1.081994250E-1,-1.069776937E-1
6.179609420E-1,-9.666935354E-2,-9.735657275E-2,-1.156825200E-1
6.346268800E-1,-1.207221523E-1,-1.092684343E-1,-1.034652218E-1
6.512928170E-1,-1.392008066E-1,-1.369864196E-1,-1.000291109E-1
6.679587550E-1,-1.689041108E-1,-1.957821548E-1,-1.155297980E-1
6.846246920E-1,-1.899025887E-1,-2.360228747E-1,-1.248454899E-1
7.012906300E-1,-1.396589577E-1,-2.491564751E-1,-1.228601784E-1
7.179565670E-1,-5.421425030E-2,-2.332739830E-1,-1.113301069E-1
7.346225050E-1,-1.183550525E-2,-1.729510874E-1,-1.079703495E-1
7.512884420E-1,-3.191768378E-2,-8.727730811E-2,-1.122464016E-1
7.679543800E-1,-1.088866442E-1,-3.199404106E-2,-1.213330179E-1
7.846203170E-1,-1.609628648E-1,-9.086613543E-3,-1.298851222E-1
8.012862550E-1,-1.698204130E-1,-4.062250629E-2,-1.356119812E-1
8.179521920E-1,-1.721111536E-1,-9.155336022E-2,-1.277471036E-1
8.346181300E-1,-1.748600453E-1,-1.110246703E-1,-9.246965498E-2
8.512840670E-1,-1.416442692E-1,-1.065959036E-1,-4.726566374E-2
8.679500050E-1,-1.154534444E-1,-7.681624591E-2,-8.628465235E-3
8.846159420E-1,-1.230128929E-1,-8.758273721E-2,-8.399390499E-4
9.012818800E-1,-1.480583549E-1,-9.476039559E-2,1.214093715E-2
9.179478170E-1,-1.870773435E-1,-1.153770834E-1,4.375318810E-2
9.346137550E-1,-2.270889878E-1,-1.813504845E-1,8.727730811E-2
9.512796920E-1,-2.364046723E-1,-2.742782831E-1,9.865466505E-2
9.679456300E-1,-2.487746775E-1,-3.517054021E-1,5.948295817E-2
9.846115670E-1,-2.820668221E-1,-3.843866587E-1,-2.008217946E-2
1.001277505E0,-3.667479455E-1,-3.621664643E-1,-1.171333194E-1
1.017943442E0,-5.617665052E-1,-3.634645343E-1,-2.128863782E-1
1.034609380E0,-8.025999665E-1,-5.302306414E-1,-1.828776449E-1
1.051275317E0,-1.046716809E0,-7.008146048E-1,-1.286633909E-1
1.067941255E0,-1.217988014E0,-7.473167181E-1,-6.039925665E-2
1.084607192E0,-1.272584081E0,-7.757219076E-1,-8.307760954E-2
1.101273130E0,-1.322216868E0,-9.130137563E-1,-2.329685539E-1
1.117939067E0,-1.331608891E0,-8.408553600E-1,-2.852738500E-1
1.134605005E0,-1.313206553E0,-7.049379349E-1,-2.337321341E-1
1.151270942E0,-1.323896646E0,-6.361393332E-1,-1.782961637E-1
1.167936880E0,-1.418886185E0,-5.534434915E-1,-1.722638607E-1
1.184602817E0,-1.573664069E0,-4.715875983E-1,-2.011272311E-1
1.201268755E0,-1.753716469E0,-4.886154532E-1,-1.618028134E-1
1.217934692E0,-1.895971537E0,-6.921098232E-1,-8.605557680E-2
1.234600630E0,-1.991190076E0,-7.272345424E-1,-1.094211563E-1
1.251266567E0,-2.048076868E0,-6.499601007E-1,-2.255618125E-1
1.267932505E0,-2.185597897E0,-6.469821334E-1,-2.971093655E-1
1.284598442E0,-2.453462124E0,-9.641736746E-1,-2.365573794E-1
1.301264380E0,-2.805854559E0,-1.386663079E0,-1.097265854E-1
1.317930317E0,-2.933449030E0,-1.650098443E0,-7.788526267E-2
1.334596255E0,-2.437197685E0,-1.449505806E0,-1.100320220E-1
1.351262192E0,-1.487073898E0,-7.830522656E-1,-7.635809947E-3
1.367928130E0,-5.752055645E-1,-2.671769857E-1,2.744309902E-1
1.384594067E0,1.512653977E-1,-5.632173419E-1,6.183478832E-1
1.401260005E0,6.424770355E-1,-1.039997339E0,9.238566160E-1
1.417925942E0,1.125823736E0,-1.170645952E0,1.197294950E0
1.434591880E0,1.481041670E0,-5.997164845E-1,1.332601547E0
1.451257817E0,1.371849537E0,8.682679534E-1,1.331379771E0
1.467923755E0,9.873101711E-1,2.124511242E0,1.415602803E0
1.484589692E0,5.980366468E-1,2.755305529E0,1.622915030E0
1.501255630E0,4.625009894E-1,2.695975304E0,2.023336887E0
1.517921567E0,3.039052188E-1,1.194164276E0,1.112308383E0
1.534587505E0,2.237292230E-1,-1.160643063E-2,-3.011563420E-1
1.551253442E0,2.131918073E-1,-7.318159938E-1,-2.362519503E-1
1.567919380E0,3.110828996E-1,-1.208672285E0,-1.358410567E-1
1.584585317E0,4.127155244E-1,-1.281976104E0,5.177079141E-2
1.601251255E0,5.581013560E-1,-1.218293428E0,5.497782957E-3
1.617917192E0,6.210967898E-1,-4.465421438E-1,-6.864593178E-2
1.634583130E0,4.790706933E-1,1.819613427E-1,-1.002581790E-1
1.651249067E0,3.168097436E-1,4.185950756E-1,-8.323032409E-2
1.667915005E0,3.000109792E-1,4.424951673E-1,-8.437569439E-2
1.684580942E0,4.836521745E-1,4.842630625E-1,-8.758273721E-2
1.701246880E0,7.914516926E-1,4.440986812E-1,-8.689551800E-2
1.717912817E0,1.055421591E0,1.314886510E-1,-1.091920808E-1
1.734578755E0,1.056643367E0,-2.620609999E-1,-1.441640854E-1
1.751244692E0,7.254782915E-1,-5.072468519E-1,-1.471420527E-1
1.767910630E0,3.530798554E-1,-4.185950756E-1,-1.269071549E-1
1.784576567E0,2.116646469E-1,-1.829539984E-1,-1.265253723E-1
1.801242505E0,1.978438348E-1,4.596757516E-2,-1.015562713E-1
1.817908442E0,1.789070219E-1,1.563813835E-1,-2.191477455E-2
1.834574380E0,2.024253160E-1,1.326340139E-1,9.430225194E-2
1.851240317E0,2.270889878E-1,2.993237413E-2,1.728747338E-1
1.867906255E0,2.594648004E-1,-1.132390574E-1,1.624136716E-1
1.884572192E0,2.689332068E-1,-2.071595192E-1,9.094249457E-2
1.901238130E0,2.942077518E-1,-1.922696829E-1,3.817904799E-4
1.917904067E0,2.667951882E-1,-1.046105921E-1,-1.313359290E-2
1.934570005E0,1.957058012E-1,-2.253327519E-1,6.475166976E-2
1.951235942E0,2.288452238E-1,-3.941605091E-1,1.649334878E-1
1.967901880E0,2.636645138E-1,-4.473820925E-1,1.782961637E-1
1.984567817E0,2.746600807E-1,-4.445568323E-1,1.547778696E-1
2.001233755E0,2.609919906E-1,-4.644863009E-1,1.093447953E-1
2.017899692E0,2.542724609E-1,-3.854556680E-1,6.444623321E-2
2.034565630E0,2.625191510E-1,-2.310595959E-1,3.833176568E-2
2.051231567E0,2.941313982E-1,-4.192059487E-2,3.428478539E-2
2.067897505E0,2.273944169E-1,7.857248187E-2,5.238165334E-2
2.084563442E0,1.576794684E-1,1.506545246E-1,9.437860548E-2
2.101229380E0,1.396589577E-1,1.426369250E-1,7.696896046E-2
2.117895317E0,1.745546162E-1,5.871937796E-2,1.458439697E-2
2.134561255E0,1.893680841E-1,-3.672824427E-2,-2.802342176E-2
2.151227192E0,1.874591261E-1,-9.888373315E-2,-4.436405376E-2
2.167893130E0,2.105956376E-1,-1.443931609E-1,-2.809977904E-2
2.184559067E0,2.074649483E-1,-8.712458611E-2,-1.382081583E-2
2.201225005E0,1.275180280E-1,-3.863719851E-2,-6.032289471E-3
2.217890942E0,2.474002354E-2,-1.135444939E-1,1.145371422E-2
2.234556880E0,2.214384731E-3,-1.820377111E-1,-1.069013379E-3
2.251222817E0,4.871646687E-2,-2.211330533E-1,-3.413207084E-2
2.267888755E0,7.903063297E-2,-1.827249229E-1,-5.703949928E-2
2.284554692E0,8.544471115E-2,-1.724929363E-1,-2.588539571E-2
2.301220630E0,1.088102907E-1,-1.299614757E-1,-4.199695308E-3
2.317886567E0,1.320231557E-1,-1.434768587E-1,1.343902480E-2
2.334552505E0,1.018617004E-1,-1.576031148E-1,2.901607659E-3
2.351218442E0,7.452550530E-2,-1.916588247E-1,-3.176496923E-2
2.367884380E0,1.231656075E-1,-2.211330533E-1,-7.467821985E-2
2.384550317E0,2.362519503E-1,-2.260199636E-1,-1.120936871E-1
2.401216255E0,3.334558010E-1,-2.195295244E-1,-1.237001196E-1
2.417882192E0,4.615083337E-1,-2.428951114E-1,-1.295033395E-1
2.434548130E0,6.086503863E-1,-3.415497839E-1,-1.325576603E-1
2.451214067E0,6.958513260E-1,-5.748237371E-1,-1.477529258E-1
2.467880005E0,6.669116020E-1,-5.342012644E-1,-2.131154537E-1
2.484545942E0,5.485565662E-1,-4.105774760E-1,-2.781725526E-1
2.501211880E0,4.639517963E-1,-3.213912249E-1,-3.005454838E-1
2.517877817E0,4.240165055E-1,-2.745837271E-1,-3.426187932E-1
2.534543755E0,3.889681399E-1,-2.720639110E-1,-4.146244824E-1
2.551209692E0,3.574322462E-1,-2.722166181E-1,-4.999928176E-1
2.567875630E0,3.268890083E-1,-2.691622972E-1,-6.008618474E-1
2.584541567E0,2.770271897E-1,-3.021489978E-1,-6.907353401E-1
2.601207505E0,1.891390085E-1,-2.482401729E-1,-6.129264235E-1
2.617873442E0,4.382954910E-2,-2.668715417E-1,-3.718639314E-1
2.634539380E0,-5.528326333E-2,-2.634354234E-1,-1.327867359E-1
2.651205317E0,-1.157588735E-1,-1.779907197E-1,-1.099556591E-2
2.667871255E0,-1.414151937E-1,-8.834631741E-2,-1.794415340E-2
2.684537192E0,-1.648571342E-1,-1.091920771E-2,-7.139482349E-2
2.701203130E0,-1.609628648E-1,3.627009690E-2,-1.220202371E-1
2.717869067E0,-1.228601784E-1,2.848157100E-2,-1.427132785E-1
2.734535005E0,-5.322159454E-2,-5.994110554E-2,-1.228601784E-1
2.751200942E0,2.924515121E-2,-1.775325835E-1,-6.948586553E-2
2.767866880E0,5.016727000E-2,-2.293797284E-1,-2.871064469E-2
2.784532817E0,2.344193682E-2,-2.183841616E-1,-2.809977904E-2
2.801198755E0,-5.650499370E-3,-2.412915826E-1,-5.558869615E-2
2.817864692E0,2.061668597E-2,-3.514763117E-1,-9.674570709E-2
2.834530630E0,1.084285006E-1,-3.835467100E-1,-1.012508348E-1
2.851196567E0,1.934914142E-1,-3.933969140E-1,-6.078104675E-2
2.867862505E0,2.035706937E-1,-3.465130329E-1,9.162971983E-4
2.884528442E0,1.837939471E-1,-2.742019296E-1,1.939495653E-2
2.901194380E0,1.044578776E-1,-2.084576041E-1,2.603811212E-2
2.917860317E0,3.588830587E-3,-2.190713882E-1,2.076940238E-2
2.934526255E0,-3.741546720E-2,-2.480110973E-1,1.519526169E-2
2.951192192E0,-1.007926930E-2,-2.903134823E-1,2.420551702E-2
2.967858130E0,6.895136088E-2,-3.473529816E-1,5.031998456E-2
2.984524067E0,1.782197952E-1,-4.092794061E-1,4.993819445E-2
3.001190005E0,2.619082630E-1,-4.074468017E-1,-6.032289471E-3
3.017855942E0,2.575558722E-1,-3.559050858E-1,-4.375318810E-2
3.034521880E0,2.393826395E-1,-3.778198659E-1,-6.108647957E-2
3.051187817E0,2.616028488E-1,-6.270527244E-1,-1.698204130E-1
3.067853755E0,4.249328077E-1,-8.915571570E-1,-2.534325123E-1
3.084519692E0,5.238928795E-1,-8.010727763E-1,-2.720639110E-1
3.101185630E0,4.379136860E-1,-6.459131241E-1,-3.349829614E-1
3.117851567E0,4.392881393E-1,-4.828122556E-1,-2.403752953E-1
3.134517505E0,4.405862093E-1,-4.446332157E-1,-1.488219351E-1
3.151183442E0,3.924042583E-1,-5.122864842E-1,-1.211039424E-1
3.167849380E0,3.714821339E-1,-6.679806113E-1,-1.483637840E-1
3.184515317E0,3.579667509E-1,-9.046907425E-1,-2.099847645E-1
3.201181255E0,3.510181606E-1,-1.241888046E0,-2.570977211E-1
3.217847192E0,4.729620516E-1,-1.170569658E0,-1.976147592E-1
3.234513130E0,3.816377819E-1,-1.198287606E0,-2.940550447E-1
3.251179067E0,3.163515925E-1,-1.015180945E0,-2.229656428E-1
3.267845005E0,2.454149276E-1,-6.843212843E-1,-9.773836285E-2
3.284510942E0,7.780890167E-2,-4.057669342E-1,-5.963567272E-2
3.301176880E0,-8.361211419E-2,-1.742491722E-1,-3.962985426E-2
3.317842817E0,-1.863137633E-1,-6.872228696E-4,-1.527161920E-3
3.334508755E0,-2.390772104E-1,-1.786779426E-2,7.704532146E-2
3.351174692E0,-1.174387559E-1,1.708130687E-1,1.124754772E-1
3.367840630E0,-1.876882017E-1,1.322522312E-1,-3.924806044E-2
3.384506567E0,-1.306487024E-1,1.876118481E-1,-6.627883017E-2
3.401172505E0,-9.712749720E-2,1.837175786E-1,-6.933315098E-2
3.417838442E0,-9.094249457E-2,8.353576064E-2,-5.413788930E-2
3.434504380E0,-6.582067907E-2,3.283398226E-3,1.634063199E-2
3.451170317E0,-4.955640435E-2,-6.872228812E-3,6.795870513E-2
3.467836255E0,-4.894553870E-2,-2.199113183E-2,1.053741761E-2
3.484502192E0,-5.719221383E-2,-1.611155830E-2,-8.277218044E-2
3.501168130E0,-6.062832847E-2,-3.023780696E-2,-1.240055487E-1
3.517834067E0,-4.902189970E-2,-2.801578641E-1,-9.193515033E-2
3.534500005E0,7.422006875E-2,-3.015381396E-1,-5.390881747E-2
3.551165942E0,4.444041103E-2,-2.809978127E-1,-1.730274558E-1
3.567831880E0,7.360920310E-2,-3.700313270E-1,-1.095738709E-1
3.584497817E0,7.009673119E-2,-3.995055556E-1,-1.015562713E-1
3.601163755E0,8.933897130E-3,-2.551124096E-1,-6.505709887E-2
3.617829692E0,-2.115119249E-2,-8.147408813E-2,-3.321577236E-2
3.634495630E0,-3.283398226E-2,6.238456443E-2,-1.214093715E-2
3.651161567E0,-4.459312931E-2,1.479056329E-1,-1.198822167E-2
3.667827505E0,-6.918043643E-2,-8.834631741E-2,-4.428769462E-3
3.684493442E0,1.672242396E-2,-5.276344717E-2,-1.641699113E-2
3.701159380E0,-1.527161989E-2,1.184314117E-1,-1.078176349E-1
3.717825317E0,-9.621120058E-3,2.612974048E-1,-3.627009690E-2
3.734491255E0,-4.100430012E-2,4.969384968E-1,-3.894263133E-2
3.751157192E0,-1.068249792E-1,8.203150630E-1,-1.458439697E-2
3.767823130E0,-1.668424457E-1,1.033888698E0,-1.015562657E-2
3.784489067E0,-2.244164497E-1,1.106276155E0,-2.970330045E-2
3.801155005E0,-2.509890795E-1,1.072296739E0,-7.849612087E-2
3.817820942E0,-2.276998460E-1,9.644791484E-1,-1.283579618E-1
3.834486880E0,-1.524107605E-1,7.005091906E-1,-1.276707351E-1
3.851152817E0,-4.993819445E-2,2.096793354E-1,-8.048143238E-2
3.867818755E0,8.376483619E-2,-1.194240674E-1,-4.917461425E-2
3.884484692E0,1.617264450E-1,-3.288743198E-1,-2.321286127E-2
3.901150630E0,1.858556122E-1,-3.517817557E-1,-1.977674663E-2
3.917816567E0,1.365282834E-1,-2.275471240E-1,-9.773836471E-3
3.934482505E0,3.794997558E-2,-6.971494108E-2,1.504254527E-2
3.951148442E0,-3.642281145E-2,5.001455545E-2,2.199113183E-2
3.967814380E0,-5.505418777E-2,7.788526267E-2,3.191768378E-2
3.984480317E0,-4.772381112E-2,-1.458439697E-2,5.986474827E-2
4.001146255E0,-1.427896414E-2,-3.042106628E-1,7.185296714E-2
4.017812192E0,9.239329956E-3,-6.013200283E-1,4.382954910E-2
4.034478130E0,-4.314232618E-2,-5.437459946E-1,3.061959706E-2
4.051144067E0,-1.426369250E-1,-1.631008983E-1,5.513054505E-2
4.067810005E0,-1.981492639E-1,8.964440972E-2,9.628756344E-2
4.084475942E0,-2.229656428E-1,2.366337478E-1,1.595120728E-1
4.101141880E0,-1.892153621E-1,1.905134469E-1,2.108247131E-1
4.117807817E0,-9.231694043E-2,6.093376130E-2,1.605047137E-1
4.134473755E0,5.039634649E-3,-4.810560122E-2,8.452841640E-2
4.151139692E0,6.536252797E-2,-1.647044122E-1,6.368265301E-2
4.167805630E0,1.031597927E-1,-1.755472720E-1,7.895427197E-2
4.184471567E0,1.294269711E-1,-1.613446623E-1,9.491311759E-2
4.201137505E0,1.201876476E-1,-1.905134469E-1,1.073594838E-1
4.217803442E0,1.019380614E-1,-1.882990748E-1,8.506292105E-2
4.234469380E0,5.978839099E-2,-1.118646115E-1,4.230238497E-2
4.251135317E0,-1.901316643E-2,-6.849320978E-2,1.947131567E-2
4.267801255E0,-9.498947114E-2,-1.311832070E-1,3.596466407E-2
4.284467192E0,-1.436295807E-1,-2.395353466E-1,8.659008145E-2
4.301133130E0,-1.737910360E-1,-3.703367710E-1,1.551596522E-1
4.317799067E0,-1.478292793E-1,-5.191587210E-1,1.536324918E-1
4.334465005E0,-1.122464016E-1,-5.566505194E-1,1.019380614E-1
4.351130942E0,-1.052978188E-1,-5.424479246E-1,6.818778068E-2
4.367796880E0,-1.162170246E-1,-5.343539715E-1,4.046979174E-2
4.384462817E0,-1.427132785E-1,-5.577958822E-1,7.047852129E-2
4.401128755E0,-1.599702090E-1,-6.213258505E-1,1.558468789E-1
4.417794692E0,-1.671478748E-1,-7.292962074E-1,2.651153207E-1
4.434460630E0,-1.418733448E-1,-8.504765034E-1,2.870301008E-1
4.451126567E0,-9.613484144E-2,-8.067996502E-1,1.827249229E-1
4.467792505E0,-1.672242284E-1,-6.155989766E-1,1.380554438E-1
4.484458442E0,-2.964221239E-1,-4.885390997E-1,2.012799382E-1
4.501124380E0,-3.698022664E-1,-5.436696410E-1,3.210094273E-1
4.517790317E0,-3.915643096E-1,-7.906880975E-1,4.426479042E-1
4.534456255E0,-3.691914082E-1,-1.071533203E0,4.611265361E-1
4.551122192E0,-3.435350657E-1,-1.189735532E0,3.970620930E-1
4.567788130E0,-4.395172000E-1,-1.126358271E0,3.657552898E-1
4.584454067E0,-5.705476999E-1,-9.513455629E-1,4.022544622E-1
4.601120005E0,-7.040216327E-1,-8.522327542E-1,4.357756674E-1
4.617785942E0,-7.934370041E-1,-9.042325616E-1,4.942659736E-1
4.634451880E0,-8.708640933E-1,-1.081765175E0,5.392408967E-1
4.651117817E0,-9.318742156E-1,-1.240513682E0,5.354229808E-1
4.667783755E0,-9.088140726E-1,-1.331456184E0,4.567741454E-1
4.684449692E0,-8.759800792E-1,-1.394069791E0,3.575849831E-1
4.701115630E0,-9.565379024E-1,-1.473711252E0,3.219257295E-1
4.717781567E0,-1.126129270E0,-1.532125235E0,3.517817557E-1
4.734447505E0,-1.296102405E0,-1.489364743E0,3.987419903E-1
4.751113442E0,-1.418886185E0,-1.329928994E0,4.279871285E-1
4.767779380E0,-1.455003500E0,-1.194698811E0,4.206567705E-1
4.784445317E0,-1.376431108E0,-1.194698811E0,4.014145136E-1
4.801111255E0,-1.294346094E0,-1.236848474E0,3.594175577E-1
4.817777192E0,-1.297629476E0,-1.185612202E0,3.368919194E-1
4.834443130E0,-1.376049280E0,-1.026787281E0,3.650680780E-1
4.851109067E0,-1.403079987E0,-8.431460857E-1,4.032471180E-1
4.867775005E0,-1.315497279E0,-7.412080765E-1,4.424188137E-1
4.884440942E0,-1.092913389E0,-7.342594862E-1,4.427242577E-1
4.901106880E0,-8.160389662E-1,-7.765618563E-1,4.166861475E-1
4.917772817E0,-6.364447474E-1,-8.240565658E-1,4.285979867E-1
4.934438755E0,-5.813142061E-1,-7.189878225E-1,4.822013974E-1
4.951104692E0,-5.142717957E-1,-4.306596816E-1,4.837285578E-1
4.967770630E0,-3.753000498E-1,-1.640935540E-1,4.508182108E-1
4.984436567E0,-1.350011230E-1,-5.283980444E-2,4.138608873E-1
5.001102505E0,1.646280587E-1,-5.169443041E-2,3.801106215E-1
5.017768442E0,4.044688344E-1,-1.580612548E-2,3.162752390E-1
5.034434380E0,5.384773016E-1,1.301141977E-1,2.416733801E-1
5.051100317E0,5.961276889E-1,3.140608668E-1,1.705839932E-1
5.067766255E0,6.833286285E-1,4.832704067E-1,7.834340632E-2
5.084432192E0,8.295543790E-1,5.978075266E-1,2.977965865E-3
5.101098130E0,9.363793731E-1,6.136900187E-1,-5.329795182E-2
5.117764067E0,9.433279634E-1,5.123628378E-1,-1.211803034E-1
5.134430005E0,8.969022036E-1,2.273180634E-1,-1.824958473E-1
5.151095942E0,8.235220909E-1,3.041343093E-1,-3.068831861E-1
5.167761880E0,7.416661978E-1,3.811032772E-1,-3.709476292E-1
5.184427817E0,7.225003242E-1,4.879282415E-1,-4.080576599E-1
5.201093755E0,7.559451461E-1,5.721512437E-1,-3.620901108E-1
5.217759692E0,8.952987194E-1,5.677224398E-1,-2.881754637E-1
5.234425630E0,1.117042661E0,4.230238497E-1,-2.509890795E-1
5.251091567E0,1.371238708E0,1.296560466E-1,-2.282343507E-1
5.267757505E0,1.598785877E0,-3.921751976E-1,-1.600465775E-1
5.284423442E0,1.749058604E0,-1.154610753E0,-9.850194678E-3
5.301089380E0,1.677434683E0,-2.020129919E0,2.005927265E-1
5.317755317E0,1.383761406E0,-2.938106775E0,4.579195082E-1
5.334421255E0,1.172173142E0,-4.093710423E0,7.533490062E-1
5.351087192E0,1.329547167E0,-5.007029533E0,8.861356974E-1
5.367753130E0,1.358257890E0,-4.598513603E0,7.929788232E-1
5.384419067E0,7.730493546E-1,-3.276984215E0,6.223948598E-1
5.401085005E0,-1.599702090E-1,-2.287154198E0,7.376192212E-1
5.417750942E0,-8.710931540E-1,-2.041586399E0,1.157665133E0
5.434416880E0,-1.184466839E0,-2.047084332E0,1.529834509E0
5.451082817E0,-1.326416492E0,-2.166966438E0,1.611537695E0
5.467748755E0,-1.273118615E0,-2.419329882E0,1.626121998E0
5.484414692E0,-1.030987024E0,-2.590601206E0,1.765017390E0
5.501080630E0,-7.281508446E-1,-2.583805323E0,1.897269607E0
5.517746567E0,-5.507709384E-1,-2.229961872E0,1.854203701E0
5.534412505E0,-5.327504277E-1,-1.604741812E0,1.593211651E0
5.551078442E0,-5.962040424E-1,-9.928843379E-1,1.273194909E0
5.567744380E0,-6.489674449E-1,-6.394227147E-1,1.025260210E0
5.584410317E0,-6.789761782E-1,-5.590176582E-1,8.839213252E-1
5.601076255E0,-6.616429090E-1,-6.065887213E-1,8.171079755E-1
5.617742192E0,-6.076577306E-1,-5.815432668E-1,7.498365045E-1
5.634408130E0,-5.541307330E-1,-3.581194878E-1,6.046797633E-1
5.651074067E0,-5.797870159E-1,-1.840230078E-2,2.671006322E-1
5.667740005E0,-7.371610999E-1,4.308887422E-1,-2.869537175E-1
5.684405942E0,-8.178715706E-1,9.171370864E-1,-9.260709882E-1
5.701071880E0,-6.071996093E-1,1.233565092E0,-1.558468819E0
5.717737817E0,-1.128572673E-1,1.334205031E0,-2.298531532E0
5.734403755E0,4.201222658E-1,1.244102478E0,-3.206276417E0
5.751069692E0,8.343649507E-1,1.036561131E0,-4.061410904E0
5.767735630E0,1.125365615E0,9.239329696E-1,-4.540863514E0
5.784401567E0,1.274569392E0,1.098029494E0,-4.584158421E0
5.801067505E0,1.377041936E0,1.725005746E0,-4.497339249E0
5.817733442E0,1.781281710E0,2.530125618E0,-4.294455528E0
5.834399380E0,2.488357782E0,2.704832792E0,-3.813476086E0
5.851065317E0,2.904967546E0,1.542204499E0,-2.795469999E0
5.867731255E0,2.569144487E0,-4.823541045E-1,-1.736154079E0
5.884397192E0,1.427743673E0,-1.760206819E0,-1.503643632E0
5.901063130E0,-1.061377525E-1,-6.304888129E-1,-1.662086725E0
5.917729067E0,-1.356425285E0,2.104887247E0,-1.537852049E0
5.934395005E0,-1.583743334E0,4.337216377E0,-7.781654000E-1
5.951060942E0,-6.452259421E-1,4.925937176E0,3.495673835E-1
5.967726880E0,7.608320713E-1,4.039649010E0,1.313588381E0
5.984392817E0,1.883906960E0,2.391382933E0,1.746233344E0
6.001058755E0,2.467511892E0,5.844448805E-1,1.580765367E0
6.017724692E0,2.388175964E0,-6.258309484E-1,1.191262722E0
6.034390630E0,1.739055634E0,-6.829468012E-1,9.667698741E-1
6.051056567E0,9.592867494E-1,2.321286127E-2,9.075160027E-1
6.067722505E0,3.486510813E-1,7.443387508E-1,9.121738076E-1
6.084388442E0,8.307760954E-2,9.375247359E-1,9.253074527E-1
6.101054380E0,2.405280061E-2,4.688387215E-1,8.256601095E-1
6.117720317E0,-9.040798992E-2,-5.131264329E-1,5.019017458E-1
6.134386255E0,-2.734383345E-1,-1.548771262E0,2.189186662E-1
6.151052192E0,-3.989710510E-1,-2.105421782E0,8.674279600E-2
6.167718130E0,-7.388409376E-1,-2.167959213E0,9.796743840E-2
6.184384067E0,-1.631543517E0,-1.816253662E0,6.803506613E-1
6.201050005E0,-2.814101219E0,-1.717522740E0,1.988670230E0
6.217715942E0,-3.706422091E0,-2.332510710E0,3.057225466E0
6.234381880E0,-4.103407860E0,-2.226449490E0,2.832808971E0
6.251047817E0,-4.285903454E0,-2.970330119E-1,1.441030025E0
6.267713755E0,-3.855473042E0,1.750356674E0,9.308052063E-2
6.284379692E0,-2.361450434E0,1.915442824E0,-4.671588540E-1
6.301045630E0,-7.511346340E-1,6.575959325E-1,-5.054906011E-1
6.317711567E0,2.213621289E-1,-7.535017133E-1,-4.354702234E-1
6.334377505E0,4.641045034E-1,-1.432554245E0,-2.667951882E-1
6.351043442E0,1.004872546E-1,-1.281823397E0,8.628465235E-3
6.367709380E0,-5.844448805E-1,-6.134609580E-1,2.404516488E-1
